2Fe-2S	11761; 12763; 14148; 52637; 66694; 67006; 67680; 68165; 69367; 72168; 72900; 217149; 218341; 227197	HEMH_MOUSE; XDH_MOUSE
3D-structure	11350; 11423; 11435; 11450; 11480; 11481; 11486; 11532; 11546; 11565; 11614; 11629; 11656; 11727; 11737; 11767; 11769; 11770; 11787; 11799; 11816; 11835; 11840; 11841; 11853; 11891; 12013; 12015; 12017; 12044; 12048; 12122; 12125; 12151; 12167; 12190; 12227; 12298; 12301; 12313; 12314; 12315; 12322; 12351; 12352; 12361; 12385; 12387; 12394; 12400; 12409; 12412; 12462; 12475; 12477; 12479; 12488; 12494; 12501; 12502; 12505; 12506; 12525; 12526; 12540; 12550; 12552; 12558; 12578; 12579; 12583; 12608; 12638; 12655; 12702; 12721; 12764; 12819; 12822; 12824; 12837; 12845; 12903; 12908; 12912; 12928; 12933; 12936; 12946; 12961; 12966; 12970; 12978; 13002; 13039; 13067; 13131; 13132; 13138; 13142; 13211; 13238; 13347; 13361; 13367; 13368; 13436; 13448; 13542; 13589; 13605; 13626; 13640; 13642; 13643; 13653; 13684; 13800; 13835; 13838; 13850; 13858; 13877; 13998; 14026; 14061; 14082; 14083; 14128; 14182; 14187; 14204; 14252; 14260; 14300; 14302; 14391; 14423; 14453; 14460; 14462; 14531; 14667; 14673; 14674; 14681; 14682; 14697; 14711; 14723; 14751; 14784; 14794; 14857; 14860; 14870; 14874; 14886; 14904; 14924; 14939; 14940; 14950; 14960; 14964; 14972; 15129; 15130; 15166; 15234; 15353; 15379; 15405; 15476; 15481; 15483; 15530; 15571; 15896; 15945; 15951; 15977; 16168; 16169; 16176; 16177; 16191; 16211; 16333; 16337; 16362; 16363; 16367; 16392; 16396; 16415; 16428; 16452; 16468; 16518; 16519; 16522; 16599; 16638; 16640; 16647; 16706; 16770; 16772; 16825; 16833; 16842; 16855; 16859; 16871; 16878; 16880; 16886; 16905; 16909; 16911; 17025; 17035; 17060; 17087; 17089; 17096; 17105; 17118; 17134; 17155; 17167; 17169; 17184; 17193; 17210; 17274; 17305; 17311; 17319; 17356; 17380; 17385; 17386; 17425; 17441; 17444; 17532; 17533; 17690; 17700; 17748; 17751; 17765; 17863; 17865; 17918; 17929; 17932; 17967; 17977; 17992; 18012; 18016; 18024; 18033; 18036; 18048; 18049; 18050; 18073; 18104; 18106; 18113; 18125; 18126; 18140; 18189; 18221; 18222; 18378; 18412; 18472; 18481; 18514; 18548; 18550; 18566; 18569; 18570; 18591; 18596; 18627; 18645; 18663; 18671; 18704; 18717; 18738; 18747; 18753; 18767; 18813; 18816; 18979; 18999; 19014; 19017; 19038; 19099; 19106; 19122; 19158; 19159; 19215; 19225; 19230; 19231; 19241; 19247; 19249; 19260; 19261; 19279; 19334; 19338; 19345; 19347; 19369; 19374; 19417; 19664; 19697; 19699; 19702; 19707; 19713; 19732; 19734; 19821; 19894; 19951; 19989; 20128; 20135; 20181; 20184; 20196; 20229; 20297; 20310; 20333; 20346; 20364; 20375; 20378; 20399; 20404; 20423; 20437; 20466; 20467; 20479; 20612; 20614; 20657; 20662; 20671; 20674; 20678; 20713; 20719; 20737; 20742; 20813; 20818; 20848; 20849; 20850; 20860; 20873; 20878; 20909; 20912; 20913; 20980; 21345; 21351; 21401; 21423; 21432; 21673; 21681; 21682; 21841; 21873; 21898; 21926; 21942; 21943; 21947; 21954; 22017; 22024; 22040; 22059; 22099; 22139; 22141; 22164; 22187; 22196; 22201; 22213; 22259; 22324; 22333; 22342; 22371; 22384; 22427; 22612; 22682; 22687; 22691; 22695; 22761; 22788; 23831; 23856; 23871; 23873; 23938; 23957; 24018; 24067; 24068; 24088; 24108; 24109; 24131; 26365; 26411; 26416; 26423; 26424; 26434; 26462; 26554; 26557; 26891; 26926; 27007; 27058; 27096; 27221; 27223; 27260; 27276; 27361; 28018; 28019; 29807; 29811; 29819; 29877; 30926; 30940; 30951; 30960; 50523; 50773; 50780; 50868; 50873; 50928; 51792; 52428; 52633; 52653; 52700; 52822; 53312; 53318; 53413; 53415; 53610; 53611; 53621; 54125; 54126; 54353; 54354; 54375; 54450; 54673; 54720; 56009; 56070; 56193; 56217; 56324; 56327; 56350; 56382; 56422; 56424; 56430; 56433; 56436; 56461; 56508; 56644; 56692; 56727; 56748; 57261; 57263; 57264; 57441; 57905; 58193; 58194; 58203; 58205; 58217; 58800; 58801; 58991; 59007; 59020; 59025; 59027; 59035; 60440; 63985; 63986; 64010; 64177; 64242; 65962; 66050; 66054; 66126; 66162; 66177; 66226; 66361; 66369; 66383; 66411; 66422; 66437; 66482; 66616; 66834; 66849; 66898; 66905; 66930; 67068; 67118; 67177; 67281; 67311; 67414; 67425; 67446; 67465; 67588; 67602; 67619; 67673; 67742; 67773; 67812; 67871; 67881; 67890; 67923; 67943; 67971; 67983; 68031; 68097; 68098; 68205; 68312; 68572; 68678; 68938; 69028; 69091; 69168; 69260; 69305; 69386; 69459; 69482; 69583; 69697; 70025; 70160; 70240; 70294; 70337; 70369; 70408; 70430; 70508; 70616; 71207; 71382; 71701; 71704; 71733; 71743; 71766; 71772; 71793; 71829; 71838; 71853; 71949; 71950; 71974; 72008; 72042; 72053; 72088; 72129; 72135; 72269; 72562; 72621; 72634; 72692; 72823; 72828; 73341; 73389; 73723; 73804; 74042; 74053; 74108; 74111; 74114; 74194; 74198; 74318; 74383; 75605; 75622; 75710; 76281; 76366; 76987; 77006; 77219; 77337; 77963; 78294; 78303; 78372; 78785; 79221; 79455; 79560; 80334; 80718; 80913; 83409; 83436; 83486; 83797; 93885; 97122; 97908; 98758; 99349; 100090; 100206; 100336; 103573; 104831; 104923; 105638; 105663; 105689; 105835; 107449; 107569; 107587; 107652; 108014; 108689; 108909; 108961; 109032; 109095; 109785; 109801; 110651; 110809; 112403; 114679; 116871; 117606; 140792; 142980; 170459; 170755; 170770; 171283; 171284; 171531; 171543; 171580; 192156; 192167; 208154; 208449; 209361; 211006; 211401; 211914; 213019; 213539; 214063; 216856; 217031; 217365; 218341; 218772; 219249; 223267; 223701; 225896; 226971; 227753; 228410; 229905; 230904; 230908; 231382; 232910; 233199; 234779; 241308; 241447; 242202; 244179; 244202; 244334; 245828; 246080; 246703; 246746; 252838; 259277; 259300; 266632; 269016; 269261; 269523; 270685; 270802; 276891; 319152; 319153; 319155; 319156; 319157; 319158; 319159; 319160; 319161; 319168; 320022; 320332; 320595; 326619; 326620; 330814; 353187; 360198; 380993; 435565; 545156; 545987; 619900; 641340; 665155; 751865; 100039592; 100039683; 100041230; 100042777; 100043402; 100043770; 100043906; 100044161; 100044363; 100044383; 100044566; 100044675; 100044677; 100044900; 100045000; 100045866; 100046566; 100046855; 100047028; 100047300; 100047564; 100047868; 100047896; 100048559; 100048807; 100048844; 100048884; 100189605	2DMA_MOUSE; 3BP1_MOUSE; A4_MOUSE; ADH4_MOUSE; AP1G1_MOUSE; AP2A2_MOUSE; APC_MOUSE; ARK72_MOUSE; B2MG_MOUSE; BAG3_MOUSE; BAK_MOUSE; BECN1_MOUSE; BLK_MOUSE; BPAEA_MOUSE; CADH8_MOUSE; CATS_MOUSE; CBL_MOUSE; CBP_MOUSE; CDN2D_MOUSE; CRFR2_MOUSE; CSF3R_MOUSE; CSK_MOUSE; DCOR_MOUSE; DICER_MOUSE; DKK2_MOUSE; DPOG2_MOUSE; DYHC1_MOUSE; E2AK4_MOUSE; EGFB2_MOUSE; EGF_MOUSE; EPHB2_MOUSE; EPS8_MOUSE; EZH2_MOUSE; FAAA_MOUSE; FINC_MOUSE; FRIL1_MOUSE; FUBP1_MOUSE; FZD8_MOUSE; GA45G_MOUSE; GABPA_MOUSE; GCAA_MOUSE; GCAB_MOUSE; GCAM_MOUSE; GCNT1_MOUSE; GCSH_MOUSE; GLYC_MOUSE; GON4L_MOUSE; GSTA2_MOUSE; HA12_MOUSE; HA17_MOUSE; HA1D_MOUSE; HA1K_MOUSE; HA1L_MOUSE; HA1U_MOUSE; HA21_MOUSE; HA22_MOUSE; HA2D_MOUSE; HA2K_MOUSE; HA2U_MOUSE; HB2A_MOUSE; HB2D_MOUSE; HB2I_MOUSE; HB2K_MOUSE; HB2U_MOUSE; HBA_MOUSE; HCFC2_MOUSE; HEBP1_MOUSE; HNF1A_MOUSE; HVM03_MOUSE; HVM05_MOUSE; HVM06_MOUSE; HVM07_MOUSE; HVM11_MOUSE; HVM13_MOUSE; HVM16_MOUSE; HVM20_MOUSE; HVM32_MOUSE; HVM38_MOUSE; HVM40_MOUSE; HVM41_MOUSE; HVM44_MOUSE; HVM45_MOUSE; HVM47_MOUSE; HVM53_MOUSE; HVM54_MOUSE; HVM56_MOUSE; HVM58_MOUSE; HVM60_MOUSE; HVM61_MOUSE; HVM63_MOUSE; IDHC_MOUSE; IF2M_MOUSE; IGG2B_MOUSE; IGH1M_MOUSE; IGHG1_MOUSE; IGHG3_MOUSE; IGKC_MOUSE; IL6RB_MOUSE; IRS2_MOUSE; ITPR1_MOUSE; JAM1_MOUSE; KAP2_MOUSE; KGUA_MOUSE; KIF1A_MOUSE; KIF5C_MOUSE; KIT_MOUSE; KTNA1_MOUSE; KV2A1_MOUSE; KV2A5_MOUSE; KV2A7_MOUSE; KV3A1_MOUSE; KV3A8_MOUSE; KV3A9_MOUSE; KV3AB_MOUSE; KV3AD_MOUSE; KV3AE_MOUSE; KV5A2_MOUSE; KV5A3_MOUSE; KV5A4_MOUSE; KV5A9_MOUSE; KV5AB_MOUSE; KV5AC_MOUSE; KV5AD_MOUSE; KV5AE_MOUSE; KV5AF_MOUSE; KV6A1_MOUSE; KV6A5_MOUSE; LAC1_MOUSE; LAC2_MOUSE; LAMA2_MOUSE; LAMC1_MOUSE; LAP2A_MOUSE; LAYN_MOUSE; LCP2_MOUSE; LV1A_MOUSE; LV1B_MOUSE; LY49A_MOUSE; MAX_MOUSE; MCF2L_MOUSE; MEP1A_MOUSE; MSPD2_MOUSE; MSX1_MOUSE; MTMR5_MOUSE; MUP1_MOUSE; MUP2_MOUSE; MYOD1_MOUSE; NCOA2_MOUSE; NED4L_MOUSE; NEMO_MOUSE; NOTC1_MOUSE; NR1I3_MOUSE; NUP50_MOUSE; OTX2_MOUSE; PAR14_MOUSE; PAR3_MOUSE; PAR4_MOUSE; PAR6B_MOUSE; PB1_MOUSE; PDE2A_MOUSE; PDIA4_MOUSE; PDLI5_MOUSE; PEBP2_MOUSE; PLEC1_MOUSE; PNKP_MOUSE; PSD10_MOUSE; PTPRA_MOUSE; RAB23_MOUSE; RADI_MOUSE; RAG1_MOUSE; RAGP1_MOUSE; RBM28_MOUSE; RD23B_MOUSE; RELB_MOUSE; RGL1_MOUSE; RGS14_MOUSE; RGS9_MOUSE; RL27A_MOUSE; RO52_MOUSE; SELPL_MOUSE; SH21B_MOUSE; SH2B2_MOUSE; SNTA1_MOUSE; SOS2_MOUSE; SOST_MOUSE; SPA3N_MOUSE; SPRE_MOUSE; SRC8_MOUSE; SRGP1_MOUSE; STX7_MOUSE; TCA_MOUSE; TCB1_MOUSE; TCB2_MOUSE; TCC3_MOUSE; TFF2_MOUSE; TIAM1_MOUSE; TLN1_MOUSE; TVA1_MOUSE; TVA2_MOUSE; TVA3_MOUSE; TVB5_MOUSE; TVB6_MOUSE; UBF1_MOUSE; UBXN8_MOUSE; VAMP4_MOUSE; VTI1B_MOUSE; YD286_MOUSE; ZFHX4_MOUSE
3Fe-4S	67680	
4Fe-4S	11429; 17995; 19076; 26425; 26426; 56738; 66841; 66971; 67563; 67680; 68916; 70603; 75406; 79464; 99586; 100929; 225887; 226646; 227197; 237926	ACOC_MOUSE; IREB2_MOUSE; NTHL1_MOUSE
ADP-ribosylation	11546; 13016; 14433; 14683; 18148; 21674; 21749; 50721; 72103; 114741; 215449; 228140; 100040053; 100041325; 100041342; 100042025; 100042349; 100042746; 100048397	CHFR_MOUSE; ITA7_MOUSE; PARP1_MOUSE
ANK repeat	11733; 12021; 12051; 12578; 12579; 12580; 14154; 14155; 14391; 14489; 16202; 16348; 16470; 17931; 18033; 18034; 18035; 18036; 18037; 18038; 18129; 18131; 18132; 19727; 20409; 20480; 21981; 22063; 22064; 22066; 22067; 22368; 24014; 26431; 26946; 52024; 53357; 56226; 56503; 56642; 58234; 63873; 64177; 64291; 65247; 65255; 65256; 66729; 66772; 66860; 66930; 67122; 67434; 67993; 68420; 68558; 68701; 68839; 68854; 69299; 69635; 70392; 70615; 70797; 71452; 71458; 71782; 72074; 72323; 72388; 72482; 72565; 72615; 72749; 73062; 73845; 74007; 74068; 74251; 75196; 75305; 75646; 75691; 76294; 76580; 77097; 77318; 77531; 78088; 78321; 78618; 78785; 78910; 79264; 80283; 80859; 80880; 81702; 81845; 83560; 99382; 100072; 102334; 104418; 104816; 105377; 105522; 107765; 109346; 109676; 110147; 117590; 140577; 140721; 142688; 193034; 208258; 208372; 209456; 209462; 211914; 213054; 216439; 216456; 216622; 216859; 216874; 216963; 217217; 217473; 218440; 223690; 224650; 225164; 227357; 228852; 230837; 232807; 233328; 235041; 237615; 237761; 240255; 240263; 241688; 242248; 242553; 243910; 243983; 244859; 245381; 245886; 246788; 268301; 268445; 268932; 271144; 277328; 319196; 319695; 320150; 320376; 320429; 320816; 330998; 333654; 347722; 432964; 433667; 435766; 654824; 100047564	AGAP3_MOUSE; ANFY1_MOUSE; ANKZ1_MOUSE; ANMY1_MOUSE; ANR26_MOUSE; ANR44_MOUSE; ANR45_MOUSE; ASAP1_MOUSE; ASB14_MOUSE; ASB3_MOUSE; ASB7_MOUSE; ASB8_MOUSE; CDN2D_MOUSE; IBTK_MOUSE; MYO16_MOUSE; MYPT2_MOUSE; NOTC1_MOUSE; PSD10_MOUSE; SNCAP_MOUSE; TRPC3_MOUSE; TRPC6_MOUSE; TRPV5_MOUSE
ATP synthesis	11946; 11947; 11949; 11958; 17705; 17706; 27425; 28080; 57423; 66043; 67126; 68055; 100042348; 100047429	
ATP-binding	11302; 11304; 11306; 11307; 11350; 11459; 11461; 11464; 11465; 11468; 11475; 11477; 11479; 11480; 11481; 11482; 11512; 11513; 11515; 11534; 11636; 11637; 11639; 11651; 11652; 11666; 11682; 11720; 11790; 11836; 11898; 11920; 11928; 11937; 11938; 11941; 11946; 11947; 11964; 11980; 11981; 11982; 12041; 12144; 12166; 12167; 12168; 12169; 12229; 12235; 12265; 12282; 12287; 12305; 12322; 12323; 12325; 12361; 12461; 12462; 12464; 12465; 12466; 12467; 12468; 12469; 12495; 12534; 12537; 12566; 12567; 12568; 12571; 12572; 12638; 12649; 12651; 12660; 12709; 12715; 12716; 12725; 12750; 12978; 13000; 13006; 13139; 13143; 13144; 13175; 13178; 13204; 13205; 13206; 13209; 13211; 13400; 13404; 13548; 13549; 13631; 13649; 13660; 13680; 13681; 13682; 13728; 13835; 13836; 13838; 13842; 13848; 13866; 13867; 13869; 13872; 13990; 14081; 14083; 14158; 14159; 14182; 14183; 14186; 14254; 14255; 14257; 14302; 14360; 14375; 14450; 14626; 14629; 14645; 14661; 14773; 14828; 14841; 14854; 14924; 14933; 15162; 15201; 15257; 15258; 15277; 15481; 15482; 15505; 15510; 15511; 15519; 15526; 15929; 16001; 16150; 16179; 16202; 16337; 16428; 16452; 16453; 16513; 16548; 16551; 16552; 16559; 16561; 16562; 16563; 16564; 16565; 16569; 16572; 16580; 16582; 16589; 16798; 16818; 16881; 16885; 16886; 17005; 17096; 17152; 17164; 17165; 17169; 17179; 17215; 17216; 17217; 17219; 17220; 17250; 17279; 17289; 17346; 17347; 17454; 17685; 17686; 17687; 17688; 17691; 17776; 17855; 17879; 17883; 17884; 17885; 17886; 17888; 17910; 17913; 17918; 17922; 18004; 18099; 18102; 18103; 18195; 18198; 18211; 18212; 18213; 18214; 18392; 18415; 18481; 18555; 18557; 18595; 18596; 18604; 18607; 18639; 18640; 18642; 18647; 18655; 18663; 18669; 18671; 18682; 18704; 18705; 18711; 18715; 18717; 18718; 18719; 18720; 18746; 18747; 18749; 18750; 18751; 18752; 18753; 18754; 18759; 18761; 18762; 18789; 18817; 19090; 19091; 19106; 19108; 19134; 19179; 19184; 19300; 19348; 19356; 19361; 19363; 19364; 19366; 19687; 19704; 19713; 19718; 19766; 19877; 19878; 19886; 20112; 20174; 20187; 20216; 20273; 20393; 20459; 20479; 20480; 20520; 20585; 20620; 20623; 20698; 20768; 20779; 20815; 20817; 20869; 20872; 20873; 20874; 20878; 20916; 20928; 20963; 21355; 21454; 21682; 21745; 21754; 21812; 21813; 21877; 21915; 21969; 21974; 21975; 21976; 22027; 22114; 22165; 22169; 22192; 22193; 22194; 22195; 22196; 22201; 22202; 22209; 22210; 22213; 22214; 22241; 22245; 22321; 22367; 22375; 22385; 22390; 22427; 22596; 22612; 23797; 23802; 23834; 23920; 23938; 23939; 23955; 23968; 23971; 23980; 24014; 24015; 24061; 24086; 26357; 26372; 26373; 26385; 26395; 26397; 26398; 26399; 26400; 26403; 26404; 26406; 26409; 26410; 26411; 26412; 26413; 26415; 26416; 26417; 26419; 26420; 26425; 26426; 26428; 26429; 26448; 26458; 26459; 26559; 26874; 26900; 26921; 27041; 27053; 27219; 27267; 27273; 27373; 27377; 27399; 27403; 27404; 27406; 27407; 27409; 27413; 29807; 29857; 29869; 30805; 30931; 30933; 30935; 30959; 50497; 50523; 50755; 50769; 50770; 50772; 50790; 50850; 50883; 50995; 51789; 51797; 52033; 52163; 52513; 53323; 53416; 53608; 53817; 53859; 53886; 53895; 54130; 54369; 54380; 54391; 54402; 54411; 54670; 55936; 55984; 55993; 56077; 56174; 56199; 56228; 56274; 56325; 56379; 56421; 56480; 56495; 56504; 56505; 56517; 56520; 56522; 56527; 56532; 56542; 56550; 56613; 56632; 56637; 56791; 57440; 57740; 57815; 57869; 58231; 58800; 58864; 58988; 59125; 59126; 60344; 60530; 64293; 65964; 66105; 66196; 66454; 66566; 66588; 66590; 66634; 66713; 66725; 66799; 66821; 66887; 66942; 66966; 67040; 67045; 67059; 67071; 67073; 67089; 67128; 67196; 67241; 67417; 67426; 67440; 67459; 67487; 67615; 67755; 67772; 67848; 67921; 67979; 67997; 68015; 68058; 68087; 68142; 68278; 68556; 68603; 68612; 68667; 68705; 68738; 68870; 68915; 68943; 68961; 69047; 69131; 69181; 69372; 69564; 69597; 69635; 69663; 69716; 69718; 69737; 69847; 69922; 69923; 69955; 70047; 70069; 70093; 70099; 70120; 70218; 70223; 70415; 70425; 70472; 70584; 70661; 70762; 70791; 71091; 71099; 71206; 71336; 71340; 71382; 71567; 71586; 71723; 71742; 71743; 71751; 71769; 71807; 71941; 71960; 71984; 71986; 71990; 72026; 72039; 72047; 72090; 72113; 72151; 72198; 72388; 72508; 72630; 72831; 72935; 72960; 73086; 73442; 73470; 73542; 73804; 73914; 74044; 74080; 74104; 74117; 74137; 74142; 74178; 74205; 74335; 74337; 74354; 74451; 74610; 74637; 74653; 74769; 74772; 75050; 75292; 75475; 75607; 75669; 75678; 75731; 75735; 75770; 76184; 76251; 76367; 76408; 76563; 76650; 76722; 76980; 77485; 77579; 77591; 77697; 77891; 77976; 78038; 78394; 78455; 78894; 78903; 78914; 78943; 79059; 79456; 80861; 80914; 81000; 83456; 83560; 83564; 83813; 83984; 84095; 85305; 93761; 93762; 93765; 93838; 93843; 94180; 94213; 98267; 98660; 98878; 98956; 98985; 99470; 100087; 100715; 101320; 101437; 101540; 101568; 102414; 102436; 102448; 102626; 103236; 103988; 104110; 104112; 104175; 104318; 104418; 104458; 104721; 104806; 105278; 105787; 106344; 106504; 106522; 106763; 106794; 107045; 107271; 107476; 107508; 107607; 107650; 107885; 107932; 107951; 108058; 108083; 108143; 108156; 108653; 108737; 108888; 109079; 109093; 109136; 109151; 109161; 109242; 109333; 109880; 110033; 110082; 110157; 110197; 110350; 110524; 110542; 110639; 110651; 110821; 110920; 110948; 110957; 110960; 114896; 116733; 117147; 117150; 117229; 117599; 140499; 140557; 140780; 140781; 140810; 140859; 170755; 170759; 191578; 192156; 192170; 192656; 193034; 193740; 194219; 194237; 207565; 208084; 209012; 209737; 210045; 211347; 212032; 212679; 212880; 213084; 213435; 213452; 214230; 214580; 214897; 214901; 215303; 215951; 216019; 216080; 216134; 216150; 216166; 216443; 216578; 216739; 216799; 216877; 216965; 216976; 217207; 217258; 217265; 217342; 217480; 217837; 217866; 218629; 218793; 219189; 223255; 223435; 223753; 223775; 224079; 224088; 224105; 224129; 224742; 224805; 224814; 224824; 225326; 225724; 225913; 225994; 225997; 226026; 226043; 226153; 226409; 226419; 226518; 226539; 226778; 226977; 227154; 227231; 227399; 227541; 227612; 227733; 228012; 228421; 228550; 228785; 229363; 229487; 229841; 229949; 230073; 230661; 230735; 230753; 230809; 231045; 231287; 231326; 231380; 231580; 231912; 232087; 232341; 232533; 232944; 233001; 233011; 233020; 233328; 233799; 233801; 234374; 234734; 234847; 234854; 234878; 235344; 235533; 235574; 235582; 235661; 236900; 236930; 237300; 237459; 237823; 237877; 237911; 238323; 238880; 238944; 240255; 240505; 240641; 241656; 242894; 243659; 243874; 243880; 244141; 244202; 244418; 244562; 244631; 244859; 244895; 245038; 245269; 246177; 257633; 259300; 263803; 264064; 264895; 266632; 268281; 268379; 268470; 268878; 269019; 269209; 269224; 269254; 269275; 269400; 269523; 269774; 270151; 270190; 270198; 270685; 271424; 271639; 271697; 272396; 272428; 272667; 279029; 286942; 319555; 319945; 320119; 320129; 320209; 320571; 320661; 320790; 320795; 320940; 327655; 327762; 327978; 328845; 329421; 330177; 330490; 330721; 332110; 338359; 338367; 353172; 360013; 380660; 381113; 381314; 381393; 381759; 381921; 381979; 381983; 399510; 432516; 432530; 433256; 434080; 435766; 446099; 545156; 545814; 606496; 622474; 623474; 635895; 635960; 665113; 667663; 668303; 668940; 100039535; 100040601; 100042355; 100044468; 100044900; 100046344; 100046898; 100047004; 100047012; 100047516; 100047666; 100048123; 100048488	AAPK2_MOUSE; ABCA1_MOUSE; ABCA2_MOUSE; ABCA3_MOUSE; ABCA9_MOUSE; ABCD3_MOUSE; ABL2_MOUSE; ACLP_MOUSE; ACSA_MOUSE; ADCY2_MOUSE; ADCY3_MOUSE; ADCY8_MOUSE; APAF_MOUSE; ARBK1_MOUSE; AT12A_MOUSE; AT1A3_MOUSE; AT1A4_MOUSE; AT2A3_MOUSE; AT8B2_MOUSE; ATP4A_MOUSE; ATP7A_MOUSE; ATP7B_MOUSE; ATP9B_MOUSE; ATPG1_MOUSE; ATRX_MOUSE; ATR_MOUSE; AURKB_MOUSE; AURKC_MOUSE; BCR_MOUSE; BLK_MOUSE; BUB1B_MOUSE; CD2L5_MOUSE; CD2L6_MOUSE; CDC7_MOUSE; CDK3_MOUSE; CDKL5_MOUSE; CHD1_MOUSE; CLCN4_MOUSE; CLCN5_MOUSE; CLK1_MOUSE; CLK2_MOUSE; CLPX_MOUSE; CSK21_MOUSE; CSK_MOUSE; CTRO_MOUSE; CUL9_MOUSE; DC1L2_MOUSE; DDX20_MOUSE; DDX21_MOUSE; DDX24_MOUSE; DDX27_MOUSE; DDX5_MOUSE; DGUOK_MOUSE; DHX36_MOUSE; DICER_MOUSE; DNLI3_MOUSE; DNLI4_MOUSE; DYH12_MOUSE; DYH17_MOUSE; DYH2_MOUSE; DYH3_MOUSE; DYH8_MOUSE; DYHC1_MOUSE; E2AK1_MOUSE; E2AK3_MOUSE; E2AK4_MOUSE; EKI1_MOUSE; EP400_MOUSE; EPHA3_MOUSE; EPHA5_MOUSE; EPHA6_MOUSE; EPHA7_MOUSE; EPHB2_MOUSE; EPHB3_MOUSE; EPHB4_MOUSE; ERCC2_MOUSE; ERN2_MOUSE; FAK2_MOUSE; FASTK_MOUSE; FGFR3_MOUSE; FGR_MOUSE; FOLC_MOUSE; FRAP_MOUSE; GALK1_MOUSE; GALK2_MOUSE; GLCNE_MOUSE; GRK4_MOUSE; HIPK3_MOUSE; HS90B_MOUSE; HSP72_MOUSE; HSP74_MOUSE; HXK1_MOUSE; IDE_MOUSE; IKKA_MOUSE; IKKE_MOUSE; IP6K2_MOUSE; IQCA_MOUSE; JAK1_MOUSE; K6PL_MOUSE; KAD7_MOUSE; KC1A_MOUSE; KCC4_MOUSE; KGP2_MOUSE; KGUA_MOUSE; KI13A_MOUSE; KI26B_MOUSE; KIF1A_MOUSE; KIF3A_MOUSE; KIF3C_MOUSE; KIF4_MOUSE; KIF5C_MOUSE; KIF9_MOUSE; KIFC2_MOUSE; KINH_MOUSE; KITM_MOUSE; KIT_MOUSE; KPCD1_MOUSE; KPCL_MOUSE; KPYR_MOUSE; KS6A1_MOUSE; KTNA1_MOUSE; LMTK2_MOUSE; M3K10_MOUSE; M3K15_MOUSE; M3K1_MOUSE; M3K2_MOUSE; M3K4_MOUSE; M3K5_MOUSE; M3K9_MOUSE; M4K3_MOUSE; MAST3_MOUSE; MAST4_MOUSE; MASTL_MOUSE; MCM5_MOUSE; MDR2_MOUSE; MET_MOUSE; MINK1_MOUSE; MK10_MOUSE; MK11_MOUSE; MKKS_MOUSE; MOS_MOUSE; MP2K2_MOUSE; MRCKA_MOUSE; MRP2_MOUSE; MRP5_MOUSE; MRP6_MOUSE; MYH11_MOUSE; MYLK4_MOUSE; MYLK_MOUSE; MYO16_MOUSE; MYO1B_MOUSE; MYO1F_MOUSE; MYO1H_MOUSE; MYO5B_MOUSE; MYO6_MOUSE; MYO7A_MOUSE; MYO9A_MOUSE; MYO9B_MOUSE; NADK_MOUSE; NAL14_MOUSE; NAL4F_MOUSE; NALP6_MOUSE; NDK7_MOUSE; NEK11_MOUSE; NEK2_MOUSE; NEK3_MOUSE; NEK9_MOUSE; NLRC3_MOUSE; NOD2_MOUSE; NRK_MOUSE; NUBPL_MOUSE; OAS1A_MOUSE; OAS1B_MOUSE; OASL2_MOUSE; OBSCN_MOUSE; P5CS_MOUSE; PAK1_MOUSE; PANK4_MOUSE; PAPS2_MOUSE; PCCB_MOUSE; PDK1_MOUSE; PEBP2_MOUSE; PIM1_MOUSE; PK3CA_MOUSE; PK3CD_MOUSE; PK3CG_MOUSE; PLK3_MOUSE; PMYT1_MOUSE; PNKP_MOUSE; PRPS1_MOUSE; PRS6A_MOUSE; PRS6B_MOUSE; PRS7_MOUSE; PUR6_MOUSE; PYC_MOUSE; RAD50_MOUSE; RECQ1_MOUSE; RIOK3_MOUSE; RIR1_MOUSE; RK_MOUSE; RON_MOUSE; ROR1_MOUSE; ROR2_MOUSE; RTC1_MOUSE; SBK2_MOUSE; SG110_MOUSE; SMBP2_MOUSE; SMC2_MOUSE; SMG1_MOUSE; SMK2A_MOUSE; SMK2B_MOUSE; SMKTR_MOUSE; SMKW_MOUSE; SMOK1_MOUSE; SRMS_MOUSE; STK10_MOUSE; STK25_MOUSE; STK35_MOUSE; SYDC_MOUSE; SYFB_MOUSE; SYHC_MOUSE; SYIC_MOUSE; SYN3_MOUSE; SYPM_MOUSE; SYSC_MOUSE; SYWM_MOUSE; TAF1_MOUSE; TAP1_MOUSE; TCPA1_MOUSE; TDRD9_MOUSE; TIE1_MOUSE; TIE2_MOUSE; TIM44_MOUSE; TITIN_MOUSE; TOP2A_MOUSE; TOR1B_MOUSE; TOR2X_MOUSE; TSSK2_MOUSE; TTK_MOUSE; TYK2_MOUSE; U2D2B_MOUSE; UB2FB_MOUSE; UBA3_MOUSE; UFO_MOUSE; VGFR2_MOUSE; WNK3_MOUSE; ZAP70_MOUSE
