Hypusine	YJR047C; YEL034W
Hypusine biosynthesis	YJR070C; YHR068W
Initiation factor	YLR192C; YLR291C; YAL035W; YDR091C; YDR211W; YDR429C; YBR079C; YGL049C; YGR054W; YGR083C; YGR162W; YJL138C; YJR007W; YKR026C; YKR059W; YOL139C; YOL023W; YOR204W; YOR260W; YOR276W; YOR361C; YMR146C; YMR260C; YMR309C; YPL237W; YPL119C; YPR016C; YPR041W; YPR163C; YER025W
Inositol biosynthesis	YJL153C
Intron homing	YDL185W; Q0160; Q0060; Q0065; Q0070; Q0075
Ion transport	YCR010C; YFL041W; YLL051C; YLR034C; YLR047C; YLR130C; YLR138W; YLR214W; YLR295C; YLR411W; YLR447C; YDL206W; YDL185W; YDL128W; YDL120W; YDL004W; YDR038C; YDR039C; YDR040C; YDR205W; YDR270W; YDR298C; YDR322C-A; YDR377W; YDR384C; YDR456W; YDR506C; YDR534C; YBL099W; YBR039W; YBR127C; YBR207W; YBR295W; YGL255W; YGL167C; YGL008C; YGL006W; YGR020C; YGR217W; YJL129C; YJL094C; YJL093C; YJR040W; YJR121W; YKL220C; YKL175W; YKL080W; YKL016C; YKR050W; YOL158C; YOL152W; YOL077W-A; YOR087W; YOR270C; YOR271C; YOR332W; YOR334W; YOR381W; YOR382W; YOR383C; YOR384W; Q0130; Q0080; Q0085; YIL114C; YIL023C; YML081C-A; YMR054W; YMR058W; YMR177W; YMR203W; YMR243C; YMR301C; YMR319C; YNL321W; YNL291C; YNL275W; YNL259C; YNL055C; YNR002C; YNR060W; YPL234C; YPL271W; YPL224C; YPL078C; YPL060W; YPL036W; YPR020W; YPR036W; YPR124W; YPR128C; YHL047C; YHL040C; YHR026W; YHR039C-A; YHR175W; YEL065W; YEL051W; YEL027W; YER145C; YCL005W-A
Ionic channel	YGR217W; YJL093C; YJR040W; YOR087W; YNL291C
Iron	YFL041W; YLL057C; YLL051C; YLL041C; YLR034C; YLR047C; YLR056W; YLR164W; YLR205C; YLR214W; YLR256W; YLR304C; YLR433C; YAL039C; YDL188C; YDL171C; YDL134C; YDL120W; YDL047W; YDR075W; YDR178W; YDR234W; YDR256C; YDR402C; YDR436W; YDR506C; YDR534C; YBR018C; YBR207W; YGL091C; YGL071W; YGL055W; YGL009C; YGR060W; YGR088W; YGR123C; YGR234W; YGR286C; YJL200C; YJL026W; YJR016C; YJR025C; YJR048W; YJR070C; YJR078W; YJR119C; YJR137C; YKL220C; YKL141W; YKL087C; YKL045W; YKR066C; YOL158C; YOL152W; YOL043C; YOR065W; YOR125C; YOR176W; YOR196C; YOR226C; YOR271C; YOR356W; YOR381W; YOR382W; YOR383C; YOR384W; Q0105; Q0045; YIL003W; YML057W; YML054C; YML016C; YMR015C; YMR058W; YMR073C; YMR118C; YMR177W; YMR272C; YMR301C; YMR319C; YNL240C; YNL111C; YNR032W; YNR060W; YPL252C; YPL224C; YPL207W; YPL202C; YPL179W; YPL135W; YPL086C; YPR002W; YHL047C; YHL040C; YHL021C; YHR007C; YHR051W; YEL065W; YEL039C; YEL024W; YER049W; YER051W; YER133W; YER145C; YER171W
Iron storage	YMR177W; YPL224C
Iron transport	YFL041W; YLL051C; YLR034C; YLR047C; YLR214W; YDL120W; YDR506C; YDR534C; YBR207W; YKL220C; YOL158C; YOL152W; YOR271C; YOR381W; YOR382W; YOR383C; YMR058W; YMR177W; YMR301C; YMR319C; YNR060W; YPL224C; YHL047C; YHL040C; YEL065W; YER145C
Iron-sulfur	YLL041C; YLR304C; YDL171C; YDR234W; YGL091C; YGL009C; YGR286C; YJL200C; YJR016C; YJR137C; YKL045W; YOL043C; YOR196C; YOR226C; YOR356W; YIL003W; YNL240C; YPL252C; YPL207W; YPL135W; YPL086C; YPR002W; YEL024W; YER171W
Isoleucine biosynthesis	YJR139C; YER086W
Isomerase	YCL043C; YCR069W; YFL045C; YFL001W; YLR165C; YLR175W; YLR216C; YLR234W; YLR284C; YLR449W; YDL021W; YDR007W; YDR050C; YDR051C; YDR155C; YDR304C; YDR518W; YDR519W; YBR019C; YBR073W; YBR196C; YGL063W; YGR169C; YJL153C; YJL121C; YJR017C; YJR032W; YKL152C; YKL127W; YKR009C; YOL088C; YOL056W; YOL006C; YOR095C; YOR180C; YOR243C; YOR283W; YOR288C; YIL153W; YIL020C; YIL005W; YML078W; YML074C; YMR105C; YMR202W; YMR278W; YNL292W; YNL135C; YNL088W; YNR028W; YNR071C; YPL212C; YPL152W; YPL117C; YPL064C; YPR060C; YPR118W; YHR029C; YHR057C; YHR072W; YHR210C; YEL058W; YER003C
Isopeptide bond	YCR005C; YCR037C; YFL062W; YFR006W; YLL039C; YLL026W; YLL024C; YLR024C; YLR056W; YLR153C; YLR167W; YLR314C; YLR342W; YLR359W; YLR413W; YLR414C; YAL030W; YAL005C; YAR027W; YAR028W; YDL203C; YDL225W; YDL140C; YDL132W; YDL126C; YDR038C; YDR224C; YDR225W; YDR227W; YDR342C; YDR343C; YDR380W; YDR388W; YDR452W; YDR464W; YDR497C; YDR502C; YDR508C; YDR510W; YBL101C; YBL057C; YBL039C; YBL003C; YBL002W; YBR023C; YBR035C; YBR049C; YBR054W; YBR059C; YBR069C; YBR088C; YBR102C; YBR217W; YBR290W; YBR302C; YGL008C; YGR003W; YGR032W; YGR060W; YGR089W; YGR135W; YGR136W; YGR175C; YGR260W; YGR268C; YJL151C; YJL008C; YJL004C; YJR076C; YJR104C; YJR145C; YKL187C; YKL217W; YKL209C; YKL142W; YKL065C; YKR039W; YKR041W; YKR094C; YOL127W; YOL145C; YOL109W; YOL006C; YOR042W; YOR153W; YOR316C; YOR322C; YOR327C; YOR375C; YIL148W; YIL053W; YIL041W; YIL008W; YML132W; YML123C; YMR015C; YMR192W; YMR233W; YMR295C; YNL178W; YPL207W; YPL149W; YPL086C; YPL061W; YPL058C; YPR030W; YPR035W; YPR154W; YPR180W; YHL015W; YHL010C; YHR005C; YHR042W; YHR092C; YHR096C; YHR097C; YHR203C; YEL071W; YEL046C; YEL021W; YER067W; YER143W; YER164W
Isoprene biosynthesis	YBR003W; YJL167W; YMR220W; YNR041C; YPL117C; YPL069C; YHR190W
Karyogamy	YCL055W; YDR022C; YGL173C; YKR054C; YMR065W; YPL269W; YPR141C
Kelch repeat	YAL056W; YGL197W; YGR238C; YOR371C; YPL263C; YHR158C; YER132C
Kinase	YCL040W; YCL024W; YCR008W; YCR012W; YCR036W; YCR073C; YCR091W; YFL053W; YFL033C; YFL029C; YFR014C; YFR019W; YFR053C; YLL019C; YLR096W; YLR113W; YLR133W; YLR240W; YLR248W; YLR260W; YLR305C; YLR345W; YLR362W; YLR410W; YLR446W; YAL038W; YAL017W; YAR018C; YAR019C; YDL214C; YDL166C; YDL159W; YDL108W; YDL101C; YDL079C; YDL028C; YDL025C; YDL017W; YDR017C; YDR020C; YDR109C; YDR122W; YDR127W; YDR147W; YDR173C; YDR196C; YDR208W; YDR226W; YDR236C; YDR247W; YDR248C; YDR283C; YDR300C; YDR315C; YDR454C; YDR466W; YDR477W; YDR490C; YDR507C; YDR516C; YDR523C; YDR531W; YBL105C; YBL088C; YBL068W; YBL016W; YBL009W; YBR020W; YBR028C; YBR059C; YBR097W; YBR136W; YBR160W; YBR274W; YGL253W; YGL180W; YGL179C; YGL158W; YGL059W; YGL021W; YGR040W; YGR052W; YGR092W; YGR188C; YGR194C; YGR205W; YGR240C; YGR262C; YJL187C; YJL165C; YJL164C; YJL141C; YJL128C; YJL106W; YJL100W; YJL095W; YJL087C; YJL057C; YJR049C; YJR057W; YJR059W; YJR066W; YJR105W; YKL203C; YKL198C; YKL181W; YKL171W; YKL168C; YKL166C; YKL161C; YKL139W; YKL126W; YKL116C; YKL101W; YKL067W; YKL048C; YKL024C; YKL001C; YOL136C; YOL128C; YOL113W; YOL100W; YOL061W; YOL055C; YOL045W; YOL016C; YOR061W; YOR119C; YOR143C; YOR171C; YOR231W; YOR233W; YOR267C; YOR311C; YOR347C; YOR351C; YIL147C; YIL107C; YIL095W; YIL042C; YIL035C; YML070W; YMR001C; YMR013C; YMR104C; YMR139W; YMR205C; YMR208W; YMR216C; YMR220W; YMR291W; YNL307C; YNL298W; YNL267W; YNL256W; YNL207W; YNL183C; YNL161W; YNL154C; YNL129W; YNL020C; YNR012W; YNR027W; YNR031C; YNR047W; YPL236C; YPL258C; YPL214C; YPL209C; YPL204W; YPL203W; YPL188W; YPL153C; YPL150W; YPL141C; YPL140C; YPL042C; YPL031C; YPL026C; YPR054W; YPR106W; YPR111W; YPR161C; YHL032C; YHL011C; YHL007C; YHR025W; YHR030C; YHR033W; YHR079C; YHR082C; YHR102W; YHR135C; YHR205W; YEL041W; YEL029C; YER052C; YER069W; YER099C; YER123W; YER129W; YER170W
Kinetochore	YFR046C; YLR315W; YLR381W; YAL034W-A; YDR016C; YDR201W; YDR254W; YDR318W; YDR320C-A; YDR328C; YDR383C; YDR532C; YBL034C; YBR107C; YBR156C; YBR211C; YBR233W-A; YGL093W; YGL061C; YGR113W; YGR179C; YJR112W; YJR135C; YKL138C-A; YKL052C; YKL049C; YKR037C; YKR083C; YOL069W; YOR073W; YOR195W; YIL144W; YIR010W; YMR117C; YPL233W; YPL209C; YPL018W; YPR046W; YHR166C; YER018C
LIM domain	YDL240W; YDR266C; YDR379W; YKR090W; YOR127W
Leader peptide	YOR302W
Lectin	YFL048C; YLR080W; YAL058W; 1494398
Leucine biosynthesis	YCL018W; YLR451W; YGL009C; YOR108W; YNL104C
Leucine-rich repeat	YCL048W; YLR352W; YAL021C; YJL005W; YJR090C; YKL193C; YOL076W; YOR080W; YOR353C; YOR373W; YMR235C; YPL213W; YPL169C; YPL137C; YER007W
Leukotriene biosynthesis	YNL045W
Ligase	YCR024C; YCR066W; YFL022C; YLL018C; YLR024C; YLR060W; YLR153C; YLR306W; YLR382C; YAL054C; YAR015W; YDL164C; YDL141W; YDL074C; YDL064W; YDL013W; YDL008W; YDR023W; YDR037W; YDR054C; YDR059C; YDR092W; YDR177W; YDR268W; YDR283C; YDR313C; YDR341C; YDR390C; YDR409W; YDR457W; YBL080C; YBL076C; YBL039C; YBR082C; YBR084W; YBR121C; YBR208C; YBR218C; YBR222C; YGL245W; YGL234W; YGL141W; YGL087C; YGL062W; YGL058W; YGR061C; YGR094W; YGR102C; YGR124W; YGR133W; YGR171C; YGR184C; YGR185C; YGR204W; YGR244C; YGR264C; YJL130C; YJL101C; YJL087C; YJL046W; YJR036C; YJR103W; YJR109C; YKL194C; YKL210W; YKL132C; YKL034W; YKL010C; YOL097C; YOL058W; YOL049W; YOL033W; YOL013C; YOR005C; YOR142W; YOR156C; YOR168W; YOR241W; YOR303W; YOR317W; YOR335C; YOR339C; YIL145C; YIL078W; YIL030C; YIL009W; YMR022W; YMR113W; YMR217W; YMR246W; YMR293C; YNL247W; YNL220W; YNL073W; YNR016C; YNR057C; YPL160W; YPL104W; YPL097W; YPL040C; YPR033C; YPR035W; YPR047W; YPR066W; YPR081C; YPR145W; YHR011W; YHR019C; YHR020W; YHR074W; YHR091C; YEL019C; YEL012W; YER015W; YER087W; YER100W; YER116C; YER125W; YER183C
Lipid degradation	YCR068W; YLL012W; YLR020C; YDL109C; YDR058C; YDR444W; YBR204C; YGL144C; YJR107W; YKL140W; YKR031C; YKR089C; YOL011W; YOR022C; YOR059C; YOR081C; YOR126C; YML059C; YMR006C; YMR008C; YMR313C; YNL012W; YPL268W
Lipid droplet	YCL005W; YLL012W; YLR100W; YDL193W; YDR275W; YDR525W-A; YBR042C; YGR086C; YKL140W; YKL094W; YKR046C; YKR089C; YOL048C; YOR059C; YOR081C; YOR245C; YOR246C; YIL124W; YMR313C; YNL231C; YHR072W
Lipid metabolism	YCL026C-A; YLR118C; YLR242C; YLR260W; YLR284C; YLR380W; YAR035W; YDL109C; YDR444W; YGL205W; YGL144C; YJL134W; YJL083W; YKL051W; YKL008C; YKL004W; YKR009C; YKR019C; YKR053C; YOL002C; YOR059C; YOR171C; YOR180C; YOR245C; YOR317W; YIL160C; YIL009W; YIL002C; YML059C; YML042W; YMR246W; YMR298W; YNL106C; YPL103C; YPL006W; YHL003C; YER005W; YER015W
Lipid synthesis	YCR034W; YLR056W; YLR100W; YLR189C; YLR372W; YLR450W; YDL015C; YDR050C; YDR297W; YBR026C; YBR159W; YGL055W; YGL012W; YGL001C; YGR060W; YJL196C; YJL167W; YKL192C; YKL182W; YKL055C; YKL051W; YKL008C; YOR221C; YOR237W; YOR245C; YML075C; YML126C; YML008C; YMR015C; YMR202W; YMR208W; YMR220W; YMR272C; YMR298W; YNL280C; YNR016C; YNR043W; YPL231W; YPL148C; YPL145C; YPL117C; YHL003C; YHR007C; YHR072W; YHR190W; YER044C
Lipid transport	YLR181C; YLR242C; YLR380W; YAR042W; YDL046W; YDL019C; YDR051C; YBR041W; YJL145W; YKR003W; YOR049C; YNL264C; YNL231C; YPL006W; YHR001W; YHR073W
Lipid-binding	YLR206W; YDL161W; YDR153C; YGR037C; YJR125C; YOR086C; Q0130; YML072C; YNL087W
Lipoprotein	YCL048W; YCL025C; YCR004C; YCR027C; YCR089W; YFL038C; YFL005W; YLL010C; YLR019W; YLR040C; YLR042C; YLR110C; YLR120C; YLR121C; YLR194C; YLR229C; YLR246W; YLR260W; YLR262C; YLR343W; YLR390W-A; YAL030W; YAL014C; YAL063C; YAR050W; YDL192W; YDL137W; YDL123W; YDL065C; YDL007W; YDR055W; YDR077W; YDR144C; YDR261C; YDR373W; YDR422C; YDR436W; YDR459C; YDR461W; YDR468C; YDR522C; YDR534C; YBL078C; YBL061C; YBR067C; YBR078W; YBR097W; YBR164C; YBR264C; YGL210W; YGL208W; YGL108C; YGR152C; YGR189C; YJL078C; YJR004C; YJR086W; YJR150C; YJR151C; YKL196C; YKL190W; YKL096W-A; YKL096W; YKL046C; YKR007W; YKR014C; YKR055W; YKR068C; YKR102W; YOL132W; YOL155C; YOL030W; YOL011W; YOL003C; YOR009W; YOR010C; YOR089C; YOR094W; YOR101W; YOR171C; YOR214C; YOR327C; YOR382W; YOR383C; YIL118W; YIL011W; YIR019C; YIR032C; YIR039C; YML016C; YML001W; YMR006C; YMR008C; YMR077C; YMR215W; YMR238W; YMR307W; YNL327W; YNL326C; YNL322C; YNL304W; YNL300W; YNL180C; YNL154C; YNL145W; YNL098C; YNL093W; YNL090W; YNL064C; YNR044W; YPL236C; YPL130W; YPL056C; YPR165W; YHR005C; YHR135C; YHR143W; YHR211W; YEL040W; YEL013W; YER011W; YER020W; YER031C; YER123W; YER150W; YDR524C-B; YCL048W-A
Lipoyl	YAL044C; YDR148C; YGR193C; YNL071W
Lithium	YDR287W; YOL064C; YHR046C
Lyase	YCL064C; YCR053W; YFL061W; YFR055W; YLR044C; YLR134W; YLR304C; YLR359W; YAL039C; YAL012W; YDL080C; YDR047W; YDR127W; YDR234W; YDR294C; YDR380W; YDR487C; YDR538W; YBL019W; YBR213W; YBR248C; YGL184C; YGL148W; YGL040C; YGL026C; YGL009C; YGR087C; YGR155W; YGR170W; YGR254W; YJL200C; YJL005W; YJR016C; YKL184W; YKL182W; YKL218C; YKL211C; YKL114C; YKL087C; YKL060C; YKR009C; YKR097W; YOL052C; YOR128C; YOR176W; YOR202W; YOR278W; YOR386W; YOR393W; YML060W; YML004C; YMR250W; YMR289W; YMR323W; YNL335W; YNL316C; YNL256W; YNL169C; YNL036W; YNR043W; YPL281C; YPL262W; YPR002W; YPR006C; YHL018W; YHR018C; YHR067W; YHR112C; YHR174W; YEL046C; YEL021W; YEL020C; YER065C; YER086W; YER090W
Lysine biosynthesis	YDL182W; YDL131W; YDR034C; YDR234W; YBR115C; YIL094C; YIR034C; YNR050C
Magnesium	YCL019W; YCL018W; YCR014C; YFL050C; YFL002W-A; YLR044C; YLR134W; YLR151C; YLR157C-B; YLR174W; YLR180W; YLR227W-B; YLR355C; YLR377C; YLR410W-B; YAL038W; YAL026C; YAL021C; YAR009C; YDL236W; YDL164C; YDL140C; YDL080C; YDL066W; YDL017W; YDL006W; YDR034C-D; YDR038C; YDR039C; YDR040C; YDR093W; YDR098C-B; YDR210W-B; YDR210C-D; YDR236C; YDR261W-B; YDR261C-D; YDR263C; YDR270W; YDR287W; YDR316W-B; YDR365W-B; YDR380W; YDR386W; YDR399W; YDR419W; YDR481C; YDR487C; YDR502C; YBL100W-B; YBL068W; YBL056W; YBL005W-B; YBR011C; YBR012W-B; YBR098W; YBR111C; YBR125C; YBR252W; YBR295W; YGL173C; YGL167C; YGL067W; YGL008C; YGL006W; YGR027W-B; YGR038C-B; YGR087C; YGR161W-B; YGR161C-D; YGR240C; YGR254W; YGR258C; YJL208C; YJL100W; YJL005W; YJR029W; YKL181W; YKL127W; YKL113C; YKL086W; YKL067W; YKL048C; YKL011C; YOL130W; YOL103W-B; YOL095C; YOL064C; YOL061W; YOR005C; YOR033C; YOR090C; YOR116C; YOR136W; YOR142W-B; YOR151C; YOR155C; YOR163W; YOR192C-B; YOR291W; YOR311C; YOR317W; YOR330C; YOR334W; YOR341W; YOR346W; YOR347C; YOR393W; YIL147C; YIL094C; YIL048W; YIL009W; YML045W; YML039W; YML022W; YMR045C; YMR050C; YMR105C; YMR108W; YMR137C; YMR162C; YMR205C; YMR234W; YMR246W; YMR267W; YMR278W; YMR300C; YMR323W; YNL284C-B; YNL220W; YNL218W; YNL129W; YNL037C; YNL009W; YNR052C; YNR057C; YPL257W-B; YPL281C; YPL214C; YPL117C; YPL061W; YPL060W; YPL042C; YPL036W; YPR137C-B; YPR158W-B; YPR158C-D; YHL011C; YHL009W-B; YHR046C; YHR076W; YHR079C; YHR174W; YHR190W; YHR214C-B; YEL058W; YEL038W; YEL031W; YER015W; YER019W; YER089C; YER099C; YER134C; YER138C; YER160C; YER166W
Maltose metabolism	YDL247W; YBR297W; YBR298C; YBR299W; YGR287C; YGR288W; YGR289C; YGR292W; YJL216C; YJL221C; YJR160C; YOL157C; YIL172C
Manganese	YCL018W; YFR006W; YLL029W; YLR151C; YLR174W; YDL188C; YDL134C; YDL128W; YDL066W; YDL047W; YDL006W; YDR075W; YDR386W; YDR436W; YDR483W; YDR487C; YBL056W; YBR098W; YBR111C; YBR125C; YGL234W; YGL067W; YGR123C; YJL208C; YJL100W; YJR109C; YOL122C; YOR090C; YOR099W; YOR136W; YIL094C; YML016C; YMR224C; YNL118C; YNL037C; YNL009W; YNR016C; YNR032W; YPL179W; YPL111W; YHR008C; YHR050W; YHR076W; YHR201C; YER078C; YER089C; YER133W
Meiosis	YCL055W; YCR010C; YCR086W; YFL033C; YFL003C; YFR048W; YLR219W; YLR227C; YLR263W; YLR315W; YLR329W; YLR381W; YLR394W; YDL239C; YDL017W; YDL001W; YDR004W; YDR108W; YDR254W; YDR255C; YDR260C; YDR273W; YDR285W; YDR318W; YDR369C; YDR383C; YDR386W; YDR439W; YDR512C; YDR522C; YDR523C; YBR057C; YBR073W; YBR098W; YBR107C; YBR136W; YBR186W; YBR211C; YBR250W; YGL249W; YGL213C; YGL197W; YGL192W; YGL183C; YGL175C; YGL033W; YGR044C; YGR179C; YGR225W; YJL187C; YJL106W; YJR021C; YJR094C; YJR135C; YKR001C; YKR029C; YKR031C; YOL104C; YOL091W; YOL071W; YOR073W; YOR177C; YOR195W; YOR229W; YOR230W; YOR313C; YOR351C; YOR354C; YOR373W; YIL132C; YIL073C; YIL072W; YMR048W; YMR133W; YMR224C; YNL273W; YNL250W; YNL225C; YNL210W; YNL012W; YNL001W; YPL200W; YPL139C; YPL130W; YPL121C; YPL042C; YPL024W; YPL018W; YPR007C; YPR046W; YHL027W; YHL023C; YHL022C; YHR014W; YHR079C-A; YHR090C; YHR124W; YHR139C; YHR152W; YHR153C; YHR157W; YHR184W; YEL072W; YER044C-A; YER083C; YER106W; YER115C; YER132C; YER179W; YER180C; YDR014W-A
