Conjugation	YCR089W; YLR313C; YDL223C; YBL016W; YNL279W
Copper	YFL041W; YLL009C; YLR214W; YLR411W; YDR270W; YDR506C; YDR515W; YBR024W; YBR037C; YBR295W; YGL166W; YJR104C; YKL220C; YKL137W; YOL152W; YOR031W; Q0045; Q0250; YMR021C; YMR038C; YMR058W; YNL259C; YPL132W; YPR008W; YPR124W; YHR053C; YHR055C; YHR175W
Copper transport	YLR214W; YLR411W; YDR270W; YBR295W; YKL220C; YOL152W; YNL259C; YPR124W; YHR175W
Cyclin	YLR210W; YAL040C; YDL179W; YDL155W; YDL127W; YGL215W; YGL134W; YGR108W; YGR109C; YJL006C; YOL001W; YIL050W; YMR199W; YNL289W; YNL025C; YPL256C; YPL219W; YPR025C; YPR119W; YPR120C; YHR071W; YER059W
Cycloheximide resistance	YGL103W; YOR153W; YNL162W; YHR141C
Cyclosporin	YDR155C; YDR304C; YML078W; YHR057C
Cysteine biosynthesis	YFR030W; YLR303W; YAL012W; YGR012W; YGR155W; YJR010W; YJR137C; YKL001C; YIL046W; YIR017C; YPR167C
Cytoplasm	YCL057W; YCL039W; YCL037C; YCL035C; YCL034W; YCL029C; YCL028W; YCL026C-B; YCL026C-A; YCL020W; YCL019W; YCL018W; YCL008C; YCR004C; YCR009C; YCR012W; YCR018C; YCR031C; YCR032W; YCR035C; YCR036W; YCR038C; YCR047C; YCR054C; YCR059C; YCR060W; YCR065W; YCR073W-A; YCR077C; YCR082W; YCR088W; YCR093W; YFL045C; YFL044C; YFL039C; YFL038C; YFL034C-B; YFL034C-A; YFL033C; YFL028C; YFL023W; YFL022C; YFL007W; YFL005W; YFL002W-B; YFL002W-A; YFR028C; YFR031C; YFR031C-A; YFR032C-A; YFR034C; YFR040W; YFR047C; YFR050C; YFR051C; YLL039C; YLL032C; YLL029W; YLL026W; YLL024C; YLL018C-A; YLL018C; YLL013C; YLL007C; YLL003W; YLL062C; YLL050C; YLL045C; YLL042C; YLR006C; YLR009W; YLR011W; YLR016C; YLR022C; YLR024C; YLR025W; YLR027C; YLR029C; YLR032W; YLR043C; YLR044C; YLR045C; YLR048W; YLR054C; YLR058C; YLR060W; YLR061W; YLR063W; YLR075W; YLR079W; YLR082C; YLR085C; YLR086W; YLR094C; YLR096W; YLR102C; YLR107W; YLR109W; YLR113W; YLR114C; YLR118C; YLR119W; YLR126C; YLR127C; YLR133W; YLR134W; YLR135W; YLR136C; YLR143W; YLR144C; YLR145W; YLR147C; YLR150W; YLR153C; YLR154C; YLR157C-B; YLR157C-A; YLR167W; YLR172C; YLR174W; YLR177W; YLR178C; YLR181C; YLR182W; YLR185W; YLR187W; YLR189C; YLR192C; YLR195C; YLR199C; YLR206W; YLR211C; YLR212C; YLR215C; YLR216C; YLR218C; YLR225C; YLR227C; YLR227W-A; YLR227W-B; YLR228C; YLR231C; YLR248W; YLR249W; YLR254C; YLR256W-A; YLR257W; YLR262C-A; YLR264W; YLR265C; YLR266C; YLR270W; YLR271W; YLR285W; YLR287C; YLR287C-A; YLR292C; YLR301W; YLR303W; YLR304C; YLR309C; YLR313C; YLR325C; YLR333C; YLR337C; YLR340W; YLR344W; YLR345W; YLR347C; YLR361C; YLR363C; YLR364W; YLR367W; YLR368W; YLR370C; YLR380W; YLR384C; YLR387C; YLR388W; YLR398C; YLR401C; YLR406C; YLR407W; YLR410W; YLR410W-A; YLR410W-B; YLR412W; YLR417W; YLR419W; YLR421C; YLR422W; YLR423C; YLR424W; YLR427W; YLR431C; YLR435W; YLR436C; YLR438W; YLR438C-A; YLR441C; YLR448W; YLR456W; YAL036C; YAL033W; YAL031C; YAL024C; YAL021C; YAL013W; YAL012W; YAL061W; YAL056W; YAL054C; YAL049C; YAL005C; YAR009C; YAR010C; YAR029W; YAR042W; YDL224C; YDL223C; YDL219W; YDL216C; YDL191W; YDL189W; YDL184C; YDL182W; YDL240W; YDL239C; YDL235C; YDL233W; YDL230W; YDL229W; YDL226C; YDL173W; YDL166C; YDL165W; YDL161W; YDL160C; YDL156W; YDL146W; YDL145C; YDL144C; YDL143W; YDL141W; YDL136W; YDL135C; YDL133C-A; YDL132W; YDL130W; YDL129W; YDL127W; YDL124W; YDL117W; YDL115C; YDL113C; YDL112W; YDL111C; YDL110C; YDL103C; YDL100C; YDL099W; YDL092W; YDL091C; YDL085C-A; YDL083C; YDL082W; YDL081C; YDL075W; YDL070W; YDL065C; YDL063C; YDL061C; YDL060W; YDL058W; YDL055C; YDL053C; YDL048C; YDL047W; YDL045C; YDL040C; YDL029W; YDL022W; YDL021W; YDL007W; YDL001W; YDR001C; YDR002W; YDR005C; YDR012W; YDR016C; YDR017C; YDR020C; YDR022C; YDR023W; YDR025W; YDR031W; YDR034C-D; YDR034C-C; YDR034W-B; YDR037W; YDR044W; YDR047W; YDR049W; YDR051C; YDR054C; YDR062W; YDR063W; YDR064W; YDR066C; YDR067C; YDR069C; YDR071C; YDR074W; YDR075W; YDR091C; YDR098C-B; YDR098C-A; YDR099W; YDR101C; YDR103W; YDR106W; YDR111C; YDR113C; YDR118W; YDR120C; YDR122W; YDR127W; YDR130C; YDR132C; YDR140W; YDR142C; YDR146C; YDR153C; YDR155C; YDR161W; YDR162C; YDR168W; YDR169C; YDR170C; YDR170W-A; YDR172W; YDR179C; YDR183W; YDR184C; YDR186C; YDR188W; YDR189W; YDR201W; YDR202C; YDR210W-A; YDR210W-B; YDR210C-D; YDR210C-C; YDR212W; YDR214W; YDR222W; YDR223W; YDR226W; YDR238C; YDR239C; YDR243C; YDR244W; YDR247W; YDR248C; YDR252W; YDR253C; YDR255C; YDR261W-A; YDR261W-B; YDR261C-D; YDR261C-C; YDR266C; YDR267C; YDR272W; YDR280W; YDR288W; YDR300C; YDR305C; YDR309C; YDR316W-A; YDR316W-B; YDR320C; YDR320C-A; YDR321W; YDR325W; YDR328C; YDR330W; YDR333C; YDR341C; YDR346C; YDR349C; YDR353W; YDR357C; YDR361C; YDR363W; YDR365W-A; YDR365W-B; YDR368W; YDR370C; YDR378C; YDR380W; YDR382W; YDR385W; YDR388W; YDR389W; YDR391C; YDR394W; YDR395W; YDR399W; YDR400W; YDR404C; YDR409W; YDR418W; YDR422C; YDR423C; YDR424C; YDR429C; YDR441C; YDR444W; YDR447C; YDR450W; YDR453C; YDR465C; YDR471W; YDR482C; YDR484W; YDR495C; YDR499W; YDR500C; YDR507C; YDR513W; YDR516C; YDR517W; YDR520C; YDR523C; YDR524C; YDR527W; YDR528W; YDR531W; YDR532C; YDR538W; YDR540C; YBL104C; YBL101C; YBL100W-A; YBL100W-B; YBL097W; YBL092W; YBL091C; YBL087C; YBL084C; YBL076C; YBL075C; YBL074C; YBL072C; YBL071W-A; YBL068W; YBL063W; YBL059C-A; YBL058W; YBL057C; YBL055C; YBL054W; YBL051C; YBL047C; YBL041W; YBL034C; YBL031W; YBL027W; YBL026W; YBL016W; YBL015W; YBL014C; YBL007C; YBL005W-A; YBL005W-B; YBL004W; YBL001C; YBR011C; YBR012W-A; YBR012W-B; YBR017C; YBR025C; YBR031W; YBR048W; YBR052C; YBR058C; YBR061C; YBR079C; YBR080C; YBR084C-A; YBR085C-A; YBR101C; YBR118W; YBR121C; YBR126C; YBR137W; YBR140C; YBR143C; YBR149W; YBR151W; YBR155W; YBR156C; YBR158W; YBR170C; YBR172C; YBR181C; YBR189W; YBR191W; YBR195C; YBR196C; YBR200W; YBR214W; YBR216C; YBR217W; YBR218C; YBR233W-A; YBR234C; YBR255W; YBR260C; YBR261C; YBR267W; YBR272C; YGL245W; YGL241W; YGL240W; YGL238W; YGL233W; YGL232W; YGL227W; YGL258W; YGL250W; YGL222C; YGL220W; YGL213C; YGL211W; YGL208W; YGL202W; YGL197W; YGL189C; YGL184C; YGL180W; YGL178W; YGL174W; YGL173C; YGL170C; YGL164C; YGL162W; YGL147C; YGL137W; YGL135W; YGL134W; YGL128C; YGL123W; YGL121C; YGL110C; YGL103W; YGL099W; YGL095C; YGL094C; YGL093W; YGL091C; YGL090W; YGL082W; YGL076C; YGL062W; YGL061C; YGL060W; YGL058W; YGL056C; YGL049C; YGL048C; YGL037C; YGL031C; YGL030W; YGL017W; YGL011C; YGL003C; YGR001C; YGR013W; YGR019W; YGR027C; YGR027W-A; YGR027W-B; YGR034W; YGR038C-B; YGR038C-A; YGR040W; YGR058W; YGR061C; YGR080W; YGR085C; YGR087C; YGR088W; YGR094W; YGR095C; YGR098C; YGR100W; YGR109W-A; YGR113W; YGR118W; YGR134W; YGR135W; YGR140W; YGR142W; YGR147C; YGR148C; YGR158C; YGR161C; YGR161W-A; YGR161W-B; YGR161C-D; YGR161C-C; YGR162W; YGR166W; YGR169C; YGR178C; YGR185C; YGR192C; YGR194C; YGR195W; YGR200C; YGR204W; YGR206W; YGR209C; YGR211W; YGR214W; YGR218W; YGR233C; YGR234W; YGR239C; YGR240C; YGR241C; YGR248W; YGR253C; YGR254W; YGR262C; YGR264C; YGR271W; YGR278W; YGR285C; YJL201W; YJL191W; YJL190C; YJL189W; YJL177W; YJL167W; YJL162C; YJL153C; YJL145W; YJL141C; YJL140W; YJL138C; YJL137C; YJL136C; YJL128C; YJL124C; YJL122W; YJL121C; YJL111W; YJL095W; YJL088W; YJL068C; YJL060W; YJL052W; YJL044C; YJL042W; YJL036W; YJL020C; YJL019W; YJL016W; YJL014W; YJL008C; YJL001W; YJR009C; YJR010W; YJR014W; YJR017C; YJR022W; YJR025C; YJR026W; YJR028W; YJR029W; YJR031C; YJR047C; YJR050W; YJR051W; YJR053W; YJR059W; YJR064W; YJR065C; YJR067C; YJR070C; YJR072C; YJR084W; YJR094W-A; YJR097W; YJR102C; YJR103W; YJR104C; YJR109C; YJR110W; YJR123W; YJR125C; YJR130C; YJR132W; YJR133W; YJR136C; YJR137C; YJR145C; YJR147W; YJR148W; YJR154W; YKL206C; YKL205W; YKL204W; YKL197C; YKL191W; YKL183W; YKL181W; YKL216W; YKL213C; YKL210W; YKL180W; YKL168C; YKL157W; YKL156W; YKL151C; YKL149C; YKL145W; YKL143W; YKL142W; YKL139W; YKL138C-A; YKL129C; YKL127W; YKL126W; YKL122C; YKL110C; YKL094W; YKL086W; YKL081W; YKL071W; YKL067W; YKL062W; YKL056C; YKL053C-A; YKL052C; YKL033W; YKL025C; YKL024C; YKL018C-A; YKL017C; YKL013C; YKL006W; YKL002W; YKR001C; YKR022C; YKR028W; YKR037C; YKR038C; YKR045C; YKR048C; YKR054C; YKR057W; YKR059W; YKR071C; YKR072C; YKR074W; YKR076W; YKR079C; YKR080W; YKR083C; YKR084C; YKR091W; YKR094C; YOL133W; YOL127W; YOL126C; YOL125W; YOL124C; YOL123W; YOL159C-A; YOL159C; YOL151W; YOL149W; YOL142W; YOL121C; YOL120C; YOL117W; YOL112W; YOL111C; YOL103W-A; YOL103W-B; YOL097C; YOL093W; YOL091W; YOL089C; YOL087C; YOL086C; YOL081W; YOL076W; YOL070C; YOL061W; YOL059W; YOL057W; YOL047C; YOL040C; YOL039W; YOL038W; YOL032W; YOL021C; YOL017W; YOL001W; YOR007C; YOR014W; YOR021C; YOR023C; YOR025W; YOR027W; YOR028C; YOR035C; YOR042W; YOR046C; YOR056C; YOR060C; YOR063W; YOR069W; YOR073W; YOR076C; YOR083W; YOR091W; YOR096W; YOR107W; YOR109W; YOR111W; YOR112W; YOR117W; YOR118W; YOR119C; YOR120W; YOR122C; YOR129C; YOR131C; YOR133W; YOR138C; YOR141C; YOR142W-A; YOR142W-B; YOR145C; YOR148C; YOR157C; YOR159C; YOR162C; YOR163W; YOR164C; YOR167C; YOR172W; YOR173W; YOR177C; YOR182C; YOR192C-B; YOR192C-A; YOR195W; YOR197W; YOR204W; YOR208W; YOR209C; YOR220W; YOR227W; YOR234C; YOR238W; YOR239W; YOR241W; YOR251C; YOR253W; YOR257W; YOR258W; YOR262W; YOR265W; YOR267C; YOR269W; YOR274W; YOR275C; YOR276W; YOR281C; YOR283W; YOR284W; YOR293W; YOR296W; YOR298C-A; YOR303W; YOR304C-A; YOR312C; YOR322C; YOR335C; YOR342C; YOR343W-A; YOR352W; YOR353C; YOR357C; YOR359W; YOR361C; YOR362C; YOR367W; YOR369C; YOR371C; YOR372C; YOR373W; YOR385W; YOR387C; YOR388C; YIL156W; YIL153W; YIL148W; YIL145C; YIL142W; YIL138C; YIL137C; YIL135C; YIL133C; YIL132C; YIL110W; YIL109C; YIL108W; YIL106W; YIL103W; YIL097W; YIL095W; YIL079C; YIL078W; YIL076W; YIL071C; YIL069C; YIL068C; YIL066C; YIL062C; YIL056W; YIL053W; YIL052C; YIL050W; YIL046W; YIL044C; YIL038C; YIL034C; YIL033C; YIL020C; YIL018W; YIL017C; YIL008W; YIL003W; YIL002C; YIR001C; YIR003W; YIR005W; YIR006C; YIR017C; YIR018W; YIR034C; YIR037W; YML105C; YML104C; YML101C; YML100W; YML099C; YML097C; YML096W; YML092C; YML073C; YML117W; YML112W; YML111W; YML063W; YML058W-A; YML045W-A; YML045W; YML040W; YML039W; YML031W; YML028W; YML026C; YML024W; YML022W; YML017W; YML014W; YML007W; YML006C; YML005W; YMR004W; YMR025W; YMR029C; YMR030W; YMR032W; YMR037C; YMR038C; YMR045C; YMR046C; YMR050C; YMR051C; YMR055C; YMR061W; YMR067C; YMR069W; YMR080C; YMR086W; YMR090W; YMR092C; YMR104C; YMR105C; YMR109W; YMR113W; YMR116C; YMR121C; YMR125W; YMR127C; YMR132C; YMR135C; YMR140W; YMR142C; YMR143W; YMR146C; YMR164C; YMR170C; YMR180C; YMR184W; YMR186W; YMR194W; YMR198W; YMR205C; YMR208W; YMR213W; YMR217W; YMR220W; YMR222C; YMR230W; YMR233W; YMR235C; YMR242C; YMR244C-A; YMR251W; YMR255W; YMR261C; YMR273C; YMR275C; YMR278W; YMR285C; YMR289W; YMR294W; YMR296C; YMR303C; YMR308C; YMR309C; YMR312W; YMR314W; YMR316W; YNL330C; YNL329C; YNL316C; YNL309W; YNL302C; YNL301C; YNL293W; YNL289W; YNL288W; YNL287W; YNL284C-B; YNL284C-A; YNL281W; YNL278W; YNL271C; YNL265C; YNL264C; YNL259C; YNL255C; YNL243W; YNL240C; YNL239W; YNL232W; YNL225C; YNL224C; YNL223W; YNL221C; YNL212W; YNL209W; YNL207W; YNL200C; YNL189W; YNL183C; YNL178W; YNL172W; YNL166C; YNL164C; YNL163C; YNL162W-A; YNL162W; YNL148C; YNL147W; YNL141W; YNL138W; YNL135C; YNL119W; YNL118C; YNL112W; YNL110C; YNL107W; YNL106C; YNL104C; YNL099C; YNL096C; YNL094W; YNL091W; YNL084C; YNL079C; YNL078W; YNL077W; YNL074C; YNL072W; YNL069C; YNL067W; YNL064C; YNL059C; YNL056W; YNL054W-A; YNL049C; YNL045W; YNL042W; YNL036W; YNL032W; YNL027W; YNL023C; YNL020C; YNL016W; YNL015W; YNL010W; YNL007C; YNL001W; YNR007C; YNR009W; YNR012W; YNR015W; YNR016C; YNR027W; YNR033W; YNR034W; YNR034W-A; YNR035C; YNR046W; YNR052C; YPL257W-A; YPL257W-B; YPL253C; YPL249C-A; YPL249C; YPL247C; YPL245W; YPL243W; YPL241C; YPL240C; YPL273W; YPL266W; YPL262W; YPL260W; YPL229W; YPL226W; YPL225W; YPL223C; YPL220W; YPL219W; YPL217C; YPL211W; YPL210C; YPL209C; YPL208W; YPL204W; YPL201C; YPL199C; YPL198W; YPL194W; YPL191C; YPL183C; YPL178W; YPL174C; YPL169C; YPL160W; YPL152W; YPL151C; YPL149W; YPL144W; YPL143W; YPL141C; YPL139C; YPL137C; YPL131W; YPL125W; YPL119C; YPL117C; YPL115C; YPL110C; YPL108W; YPL106C; YPL105C; YPL101W; YPL100W; YPL096W; YPL091W; YPL090C; YPL086C; YPL084W; YPL081W; YPL071C; YPL070W; YPL069C; YPL067C; YPL065W; YPL064C; YPL061W; YPL048W; YPL046C; YPL045W; YPL038W; YPL037C; YPL032C; YPL031C; YPL030W; YPL028W; YPL024W; YPL017C; YPL014W; YPL012W; YPL010W; YPL009C; YPL004C; YPL002C; YPL001W; YPR005C; YPR016C; YPR022C; YPR029C; YPR030W; YPR031W; YPR033C; YPR035W; YPR040W; YPR042C; YPR043W; YPR051W; YPR055W; YPR072W; YPR073C; YPR080W; YPR081C; YPR088C; YPR093C; YPR095C; YPR102C; YPR103W; YPR115W; YPR127W; YPR131C; YPR132W; YPR137C-B; YPR137C-A; YPR141C; YPR148C; YPR154W; YPR158W-A; YPR158W-B; YPR158C-D; YPR158C-C; YPR171W; YPR172W; YPR174C; YPR175W; YPR181C; YPR184W; YPR185W; YPR187W; YPR189W; YPR190C; YHL039W; YHL034C; YHL033C; YHL030W; YHL027W; YHL015W; YHL011C; YHL010C; YHL009C; YHL009W-B; YHL007C; YHL001W; YHR010W; YHR013C; YHR015W; YHR016C; YHR019C; YHR021C; YHR033W; YHR034C; YHR040W; YHR046C; YHR049W; YHR061C; YHR064C; YHR069C; YHR070W; YHR073W; YHR077C; YHR087W; YHR097C; YHR098C; YHR103W; YHR104W; YHR109W; YHR111W; YHR113W; YHR116W; YHR121W; YHR129C; YHR131C; YHR132W-A; YHR136C; YHR137W; YHR141C; YHR160C; YHR161C; YHR163W; YHR170W; YHR171W; YHR174W; YHR183W; YHR185C; YHR187W; YHR193C; YHR203C; YHR207C; YHR214C-B; YHR214C-C; YEL071W; YEL066W; YEL061C; YEL056W; YEL054C; YEL053C; YEL047C; YEL038W; YEL037C; YEL034W; YEL029C; YEL022W; YEL020C; YEL019C; YEL015W; YEL012W; YEL005C; YEL003W; YER003C; YER007W; YER007C-A; YER009W; YER012W; YER015W; YER020W; YER027C; YER028C; YER033C; YER035W; YER036C; YER038C; YER046W; YER055C; YER056C-A; YER057C; YER059W; YER062C; YER065C; YER068W; YER070W; YER074W; YER075C; YER094C; YER096W; YER099C; YER102W; YER103W; YER104W; YER110C; YER112W; YER114C; YER117W; YER125W; YER131W; YER132C; YER133W; YER134C; YER136W; YER138C; YER137C-A; YER139C; YER143W; YER160C; YER159C-A; YER165W; YER168C; YER175C; YER176W
Cytoplasmic vesicle	YFL005W; YFR051C; YLR072W; YLR170C; YLR208W; YLR411W; YAR033W; YDL195W; YDL149W; YDL145C; YDL058W; YDR238C; YBL078C; YBR102C; YBR105C; YBR288C; YGL225W; YGL206C; YGL137W; YGL051W; YGR105W; YGR167W; YGR223C; YGR261C; YJL178C; YJL151C; YJL024C; YJR125C; YOL062C; YIL109C; YIL076W; YMR159C; YNL287W; YNL272C; YNL263C; YPL259C; YPL218W; YPL195W; YPL010W; YPR029C; YPR181C; YEL005C; YER039C
Cytosine metabolism	YDR520C
Cytoskeleton	YCL034W; YCL029C; YCR009C; YCR088W; YFL039C; YLL003W; YLL050C; YLR045C; YLR212C; YLR227C; YLR254C; YLR313C; YLR337C; YLR370C; YLR410W; YDL239C; YDL058W; YDL029W; YDR016C; YDR106W; YDR130C; YDR201W; YDR309C; YDR320C-A; YDR388W; YDR389W; YDR484W; YDR532C; YBL063W; YBL034C; YBL031W; YBL007C; YBR118W; YBR156C; YBR200W; YBR233W-A; YBR234C; YGL170C; YGL093W; YGL061C; YGR080W; YGR098C; YGR113W; YGR140W; YJL042W; YJL020C; YJL019W; YJR053W; YJR065C; YKL138C-A; YKL129C; YKL052C; YKL013C; YKR037C; YKR083C; YOL091W; YOR060C; YOR073W; YOR122C; YOR141C; YOR177C; YOR195W; YOR239W; YOR257W; YOR265W; YOR269W; YOR367W; YOR373W; YIL138C; YIL106W; YIL095W; YIL062C; YIL034C; YIL002C; YIR003W; YIR006C; YML031W; YMR032W; YMR055C; YMR092C; YMR109W; YMR198W; YMR294W; YNL271C; YNL243W; YNL225C; YNL172W; YNL164C; YNL148C; YNL138W; YNL106C; YNL084C; YNL079C; YNL059C; YNL020C; YNR035C; YPL253C; YPL241C; YPL209C; YPL174C; YPR080W; YPR141C; YPR171W; YPR174C; YHR016C; YHR061C; YHR129C; YHR185C; YEL061C; YER007W; YER114C
DNA condensation	YFR031C; YLR086W; YLR272C; YDR325W; YBL097W
DNA damage	YCR014C; YCR066W; YCR092C; YFL024C; YLL039C; YLL036C; YLL002W; YLR005W; YLR007W; YLR032W; YLR035C; YLR135W; YLR167W; YLR265C; YLR288C; YLR320W; YLR376C; YLR383W; YLR394W; YLR399C; YAL027W; YAL015C; YDL200C; YDL164C; YDL154W; YDL105W; YDL101C; YDL070W; YDL059C; YDL042C; YDL013W; YDR004W; YDR030C; YDR076W; YDR079C-A; YDR097C; YDR180W; YDR190C; YDR217C; YDR225W; YDR263C; YDR288W; YDR311W; YDR314C; YDR317W; YDR359C; YDR369C; YDR386W; YDR419W; YDR499W; YBL088C; YBL019W; YBL009W; YBL003C; YBR010W; YBR073W; YBR088C; YBR089C-A; YBR098W; YBR114W; YBR136W; YBR223C; YBR228W; YBR272C; YBR274W; YGL207W; YGL163C; YGL150C; YGL090W; YGL070C; YGL058W; YGL021W; YGR002C; YGR258C; YJL140W; YJL092W; YJL081C; YJL006C; YJR035W; YJR052W; YJR082C; YJR144W; YKL139W; YKL114C; YKL113C; YKL067W; YKR094C; YKR095W; YOL095C; YOL090W; YOL043C; YOL034W; YOR005C; YOR033C; YOR258W; YOR346W; YOR368W; YOR386W; YIL148W; YIL143C; YIL139C; YIL132C; YIL128W; YIR002C; YML095C; YML112W; YML069W; YML061C; YML060W; YML058W-A; YML058W; YML032C; YML023C; YML021C; YML011C; YMR048W; YMR106C; YMR137C; YMR156C; YMR167W; YMR201C; YMR224C; YMR284W; YNL299W; YNL273W; YNL250W; YNL136W; YNL107W; YNL082W; YNL031C; YPL235W; YPL204W; YPL194W; YPL167C; YPL164C; YPL153C; YPL122C; YPL121C; YPL024W; YPL022W; YPL001W; YPR023C; YPR052C; YPR056W; YPR164W; YPR180W; YHR079C-A; YHR090C; YHR120W; YHR134W; YEL056W; YEL037C; YEL019C; YEL018W; YER014C-A; YER038C; YER095W; YER116C; YER142C; YER162C; YER171W; YER173W; YDR014W-A
DNA excision	YOR033C; YPL122C
DNA integration	YCL019W; YFL002W-A; YLR157C-B; YLR227W-B; YLR410W-B; YAR009C; YDR034C-D; YDR098C-B; YDR210W-B; YDR210C-D; YDR261W-B; YDR261C-D; YDR316W-B; YDR365W-B; YBL100W-B; YBL005W-B; YBR012W-B; YGR027W-B; YGR038C-B; YGR161W-B; YGR161C-D; YJR029W; YOL103W-B; YOR142W-B; YOR192C-B; YML045W; YML039W; YMR045C; YMR050C; YNL284C-B; YPL257W-B; YPR137C-B; YPR158W-B; YPR158C-D; YHL009W-B; YHR214C-B; YER138C; YER160C
DNA recombination	YCL019W; YFL002W-A; YLR007W; YLR135W; YLR157C-B; YLR219W; YLR227W-B; YLR383W; YLR410W-B; YAR009C; YDL164C; YDL105W; YDL059C; YDR034C-D; YDR098C-B; YDR210W-B; YDR210C-D; YDR261W-B; YDR261C-D; YDR288W; YDR316W-B; YDR365W-B; YDR386W; YBL100W-B; YBL005W-B; YBR012W-B; YBR073W; YBR098W; YBR228W; YGL183C; YGL033W; YGR027W-B; YGR038C-B; YGR161W-B; YGR161C-D; YJR021C; YJR029W; YOL103W-B; YOL034W; YOR005C; YOR142W-B; YOR192C-B; YOR354C; YML061C; YML045W; YML039W; YML032C; YML023C; YMR045C; YMR050C; YMR106C; YMR133W; YMR284W; YNL284C-B; YPL257W-B; YPR137C-B; YPR158W-B; YPR158C-D; YHL009W-B; YHL006C; YHR214C-B; YEL019C; YER038C; YER044C-A; YER095W; YER138C; YER160C; YDR014W-A
DNA repair	YCR014C; YCR066W; YCR092C; YFL024C; YLL039C; YLL036C; YLL002W; YLR005W; YLR007W; YLR032W; YLR035C; YLR135W; YLR167W; YLR265C; YLR288C; YLR320W; YLR376C; YLR383W; YLR394W; YLR399C; YAL027W; YAL015C; YDL200C; YDL164C; YDL154W; YDL105W; YDL070W; YDL059C; YDL042C; YDL013W; YDR004W; YDR030C; YDR076W; YDR079C-A; YDR097C; YDR180W; YDR190C; YDR225W; YDR263C; YDR288W; YDR311W; YDR314C; YDR317W; YDR359C; YDR369C; YDR386W; YDR419W; YDR499W; YBL088C; YBL019W; YBL003C; YBR010W; YBR073W; YBR088C; YBR089C-A; YBR098W; YBR114W; YBR136W; YBR223C; YBR228W; YBR272C; YGL207W; YGL163C; YGL150C; YGL090W; YGL070C; YGL058W; YGR002C; YGR258C; YJL140W; YJL092W; YJL081C; YJR035W; YJR052W; YJR082C; YJR144W; YKL114C; YKL113C; YKL067W; YKR094C; YKR095W; YOL095C; YOL090W; YOL043C; YOL034W; YOR005C; YOR033C; YOR258W; YOR346W; YOR368W; YOR386W; YIL148W; YIL143C; YIL139C; YIL132C; YIL128W; YIR002C; YML095C; YML069W; YML061C; YML060W; YML058W-A; YML032C; YML023C; YML021C; YML011C; YMR048W; YMR106C; YMR137C; YMR156C; YMR167W; YMR201C; YMR224C; YMR284W; YNL299W; YNL273W; YNL250W; YNL136W; YNL107W; YNL082W; YNL031C; YPL235W; YPL204W; YPL194W; YPL167C; YPL164C; YPL122C; YPL121C; YPL022W; YPL001W; YPR023C; YPR052C; YPR056W; YPR164W; YHR079C-A; YHR090C; YHR120W; YHR134W; YEL056W; YEL037C; YEL019C; YEL018W; YER038C; YER095W; YER116C; YER142C; YER162C; YER171W; YER173W; YDR014W-A
DNA replication	YCL061C; YCL016C; YCR028C-A; YFR027W; YLL004W; YLR002C; YLR103C; YLR274W; YAR007C; YDL164C; YDL102W; YDR013W; YDR054C; YDR121W; YDR419W; YDR489W; YBL035C; YBL023C; YBR060C; YBR087W; YBR088C; YBR089C-A; YBR202W; YBR278W; YGL207W; YGL201C; YGL113W; YGR180C; YJL194W; YJL173C; YJL090C; YJL072C; YJL026W; YJR006W; YJR043C; YJR068W; YKL112W; YKL108W; YKL045W; YOL146W; YOL094C; YOR005C; YOR217W; YOR330C; YIL150C; YIL066C; YIR008C; YML069W; YML065W; YMR078C; YMR228W; YNL312W; YNL290W; YNL262W; YNL261W; YNL102W; YPL167C; YPL024W; YPR019W; YPR052C; YPR135W; YPR162C; YPR175W; YHR118C; YHR134W; YHR154W; YHR164C; YHR191C; YEL032W; YER070W
DNA replication inhibitor	YDR217C; YML058W; YMR048W; YNL273W
DNA synthesis	YDR419W; YOR346W
