Asip	24152
A	24152
A2m	24153
A2MAC1	24153
A2m1	24153
A2maa	24153
MGC114358	24153
Mam	24153
RATA2MAC1	24153
Acaa1	24157
Acaa	24157
MGC108766	24157
Pktaa	24157
Acadm	24158
MCAD	24158
Acly	24159
ACL	24159
Clatp	24159
MGC124629	24159
Acp1	24161
Acp2	24162
Acr	24163
Acro	24163
Ada	24165
MGC108610	24165
Adcyap1	24166
Pacap	24166
Adcyap1r1	24167
Add1	24170
MGC124621	24170
Add2	24171
beta-ADD	24171
Adh1	24172
Adh	24172
Adh1a	24172
Adra1b	24173
Adra2b	24174
Adra2c	24175
Adrb2	24176
Afp	24177
Agt	24179
ANRT	24179
Ang	24179
AngII	24179
MGC105326	24179
PAT	24179
Agtr1a	24180
AT1	24180
AT1A	24180
AT1R	24180
Agtr1	24180
Agtr2	24182
AT2-R	24182
AT2R	24182
AT<sub>2</sub>R	24182
Ak1	24183
MGC108678	24183
Ak2	24184
Akt1	24185
Akt	24185
Alb	24186
Alb1	24186
Albza	24186
Aldh1a1	24188
Ahd2	24188
Aldh1	24188
Aldh2	24188
Aldoa	24189
Aldo1	24189
RNALDOG5	24189
Aldob	24190
Aldo2	24190
LIV10	24190
Aldoc	24191
ALDCAA	24191
F16dip7	24191
RATALDCAA	24191
Akr1b1	24192
ALDRED	24192
ALR-P-I	24192
Akr1b3	24192
Akr1b4	24192
Aldr1	24192
Alr	24192
RATALDRED	24192
Alpi	24197
Alp1	24197
S51097	24197
Ampp	24202
Ampl	24202
RATAMPL	24202
Amy1a	24203
Amy1	24203
Apc	24205
RATAPC	24205
Apeh	24206
Apoc3	24207
apo-CIII	24207
Ar	24208
Andr	24208
Tfm	24208
Ascl2	24209
Asgr1	24210
ASGR	24210
MGC108731	24210
RATRHL1	24210
RHL1	24210
Atp1a1	24211
Nkaa1b	24211
Atp1a2	24212
RATATPA2	24212
Atp1a3	24213
Atpa1a3	24213
Atp1b2	24214
ATPB2	24214
ATPB2S	24214
Amog	24214
MGC93648	24214
RATATPB2S	24214
Atp2b2	24215
PMCA2	24215
Atp4a	24216
HKATPC	24216
RATHKATPC	24216
Atp4b	24217
S76401S1	24217
Atp7b	24218
Hts	24218
PINA	24218
Wd	24218
Atps1	24219
Avp	24221
DI	24221
Vas	24221
B2m	24223
Bcl2	24224
Bcl-2	24224
Bdnf	24225
MGC105254	24225
Tspo	24230
Bzrp	24230
MBR	24230
PTBZR02	24230
Ptbzr	24230
RATPTBZR02	24230
C2	24231
C3	24232
C4b	24233
C4	24233
C4-1	24233
C4a	24233
C4bpa	24235
C4BP	24235
MGC108761	24235
C4bpb	24236
C4bp-ps1	24236
MGC108727	24236
C6	24237
Cacna1c	24239
RATIVS302	24239
Cad	24240
Calca	24241
CAL6	24241
CGRP	24241
Cal1	24241
Calc	24241
RATCAL6	24241
calcitonin	24241
Calm1	24242
CaMI	24242
CaMII	24242
Calm3	24244
RNCAMIII	24244
Camk2b	24245
Ck2b	24245
Camk2d	24246
CAMK1	24246
Camk2	24246
Camki	24246
MGC124639	24246
RATCAMKI	24246
Casr	24247
Cat	24248
CS1	24248
Cas1	24248
Cs-1	24248
RATCAT01	24248
RATCATL	24248
S100g	24249
Cabp	24249
Calb3	24249
Cbpi	24249
MGC72928	24249
Rncalbd9	24249
Cbs	24250
Cd53	24251
OX44	24251
Ox-44	24251
RATOX44	24251
Cebpa	24252
DBPCEP	24252
Cebpb	24253
Il6dbp	24253
LAP	24253
NF-IL6	24253
TCF5	24253
Cel	24254
Cftr	24255
RGD1561193	24255
Psg19	24256
CEAC	24256
Cea3	24256
Cgm3	24256
MGC114333	24256
RATCEAC	24256
Cgm4	24257
CEA4	24257
CEA5	24257
CGM4AA	24257
Cea	24257
Cear	24257
Psg16	24257
Chga	24258
MGC105435	24258
Chgb	24259
MGC156676	24259
Chrm3	24260
Chrnb1	24261
Acrb	24261
RNACRB1	24261
Ciaa2	24263
Ckb	24264
Ckbb	24264
Ckbr	24264
RATCKBR	24264
Ckm	24265
Ckmm	24265
Comt	24267
Cp	24268
CERP	24268
RATCERP	24268
Cpa1	24269
Cpb1	24271
Cpb	24271
Cryaa	24273
Acry-1	24273
Crya1	24273
Cryg@	24274
Len	24274
RATCRYG	24274
RATCRYGEA	24274
Crygc	24277
Cryg	24277
Cryg3	24277
Len	24277
Crygd	24278
Cryg4	24278
Len	24278
Cryge	24279
Cryg5	24279
Len	24279
Prl3d4	24282
Csh1l1	24282
Csh1v	24282
Pl-Iv	24282
Prl3b1	24283
Csh2	24283
Pl2	24283
rPLII	24283
Csn1s1	24284
Casa	24284
Csn1	24284
Csna	24284
Ctrb1	24291
Ctrb	24291
Cyp11b2	24294
Cp45as	24294
RNCP45AS	24294
Cyp11b@	24295
CYP11B1	24295
Cp450b	24295
RNCP450B	24295
Cyp1a1	24296
AHH	24296
AHRR	24296
CP11	24296
CYP1	24296
Cyp45c	24296
Cypc45c	24296
P-450MC	24296
P1-450	24296
P450-C	24296
P450DX	24296
Cyp1a2	24297
CYPD45	24297
P-450d	24297
RATCYPD45	24297
Cyp21a1	24298
21-OH	24298
Cyp21	24298
Cyp2a3a	24299
Cyp2a3	24299
RATCYP2A3A	24299
Cyp2b1	24300
Cyp2b-1	24300
Cypbe	24300
MGC188065	24300
Cyp2b@	24302
Cyp2d3	24303
Cyp2d13	24303
MGC108561	24303
Cyp4a2	24306
Cyp4a11	24306
Cyp4b1	24307
Dbp	24309
MGC105474	24309
Ace	24310
Dcp1	24310
StsRR92	24310
Ddc	24311
MGC93628	24311
Dhfr	24312
Dhfr1	24312
Nqo1	24314
Dia4	24314
MGC93075	24314
Prl8a2	24315
Dprp	24315
Dtprp	24315
d/tPRP	24315
Drd1a	24316
D1a	24316
Drd-1	24316
Drd1	24316
Drd2	24318
Edn1	24323
Et1	24323
Edn2	24324
Et2	24324
Ednra	24326
ENDOR	24326
Eta	24326
RATENDOR	24326
Ef1	24328
EF1A	24328
Ef1aa	24328
Egfr	24329
ERBB1	24329
ErbB-1	24329
Errp	24329
Egr1	24330
Krox-24	24330
NGFI-A	24330
Ngf1	24330
Ngfi	24330
zif-268	24330
Cela1	24331
ELAI1	24331
Ela1	24331
RATELAI1	24331
Cela2a	24332
ELAII	24332
Ela2	24332
Ela2a	24332
Elaii1	24332
Eno1	24333
Eno2	24334
NSE	24334
RNEN3	24334
Epo	24335
Epor	24336
MGC108723	24336
Erbb2	24337
Ephb1	24338
Ephb2	24338
Erk	24338
elk	24338
Es1	24346
Es2	24346
MGC109055	24346
Ets1	24356
Ets-1	24356
Etsoncb	24356
MGC124638	24356
Tpl1	24356
Fabp1	24360
Fabplg	24360
MGC108756	24360
RATFABPLG	24360
Fancc	24361
Facc	24361
Fbp1	24362
Fdp	24362
Fgb	24366
Ab1-181	24366
Ab1-216	24366
Ac1-581	24366
Fgg	24367
Fh1	24368
Fh	24368
MGC105468	24368
Foxg1	24370
BF1A	24370
Fkhl1	24370
RATBF1A	24370
Fst	24373
FOL1	24373
Fst-288	24373
RATFOL1	24373
Fuca1	24375
Fuca	24375
G6pd	24377
G6pdx	24377
Gad1	24379
Gad67	24379
Gad2	24380
gad65	24380
Ganc	24382
Gapdh	24383
Gapd	24383
Gc	24384
DBP02	24384
RATDBP02	24384
Vdbp	24384
Gck	24385
GLUKA	24385
RNGK2	24385
Gfap	24387
Gfi1	24388
B4galt1	24390
Ggtb2	24390
Gh1	24391
Gh	24391
RNGHGP	24391
Gja1	24392
Cx43	24392
MGC93610	24392
Glra2	24397
RNNEOGLY	24397
Gls	24398
Glut	24398
RATGLUT	24398
Glud1	24399
Glud	24399
MGC93608	24399
MRG-2	24399
Gnb1	24400
Got1	24401
Aspat	24401
Gaspat	24401
Gpx1	24404
GSHPx	24404
GSHPx-1	24404
Grik4	24406
KA1	24406
Grik5	24407
iGlu5	24407
Grin1	24408
NMDAR1	24408
NR1	24408
Grin2a	24409
NMDAR2A	24409
NR2A	24409
Grin2b	24410
Grin2c	24411
NR2C	24411
Grin2d	24412
Nr3c1	24413
GR	24413
Gcr	24413
Grl	24413
Grm1	24414
Gprc1a	24414
Grm2	24415
Grm3	24416
mGluR3	24416
Grm4	24417
Grm5	24418
mGluR5	24418
mGlur5	24418
Grm6	24419
mGluR6	24419
Gspt1	24420
MGC94063	24420
Gsta3	24421
Gsta1	24421
Gsta5	24421
MGC112704	24421
Yc1	24421
Gsta2	24422
Gstm1	24423
GSTA3	24423
Gstm2	24424
GSTA4	24424
Gstp1	24426
GST-P	24426
Gst3	24426
Gstp	24426
Gstp2	24426
MGC72668	24426
MGC72669	24426
Gusb	24434
Ac2-223	24434
Gus-s	24434
H1f0	24437
H1fv	24437
Hist1h1t	24438
H1.3	24438
H1D	24438
H1f3	24438
H1ft	24438
H1s-4	24438
H1t	24438
Hagh	24439
Glo2	24439
RSP29	24439
Hbb	24440
Hd	24442
Hdc	24443
MGC156577	24443
Hgf	24446
HPTA	24446
Hrh1	24448
Hisr	24448
Hmgcs2	24450
Hmgcs1	24450
Mt3h3mg	24450
Hmox1	24451
HEOXG	24451
Heox	24451
Hmox	24451
Ho-1	24451
Ho1	24451
hsp32	24451
Hoxa2	24452
Hoxa11	24452
RATHOX111A	24452
Hoxa4	24453
Hox1r2	24453
hox1.4	24453
Hoxb8	24457
Hox2r1a	24457
Hoxc4	24459
Hox3r3	24459
rCG_50757	24460
Hox3r4	24460
Hoxc8	24460
Hp	24464
Ba1-647	24464
Hprt1	24465
Hgprtase	24465
Hprt	24465
MGC112554	24465
Hspa8	24468
Hsc70	24468
MGC114311	24468
Hsd3b5	24470
Hsd1	24470
Hsd3b	24470
RATHSDI	24470
Hspb1	24471
Hsp25	24471
Hsp27	24471
Hspa1a	24472
HSP72	24472
Hsp70-1	24472
Hspa1	24472
Htr1a	24473
5HT1A	24473
RAT5HT1A	24473
Iapp	24476
Ibsp	24477
Bsp	24477
MGC156673	24477
Idh1	24479
Ifnb1	24481
Ifnb	24481
Igf1	24482
Igf2	24483
IGFII	24483
RNIGF2	24483
Igfbp3	24484
IGF-BP3	24484
MGC156773	24484
Igh@	24485
Ighen	24488
Igkc	24491
Igl	24492
Igl@	24492
Il1a	24493
IL-1 alpha	24493
Il1b	24494
Il3	24495
Il5	24497
Il6	24498
ILg6	24498
Ifnb2	24498
Il6ra	24499
IL6R1	24499
Il6r	24499
Il9r	24500
Ina	24503
Inexa	24503
Intlaa	24503
Nf66	24503
Inha	24504
MGC93593	24504
Ins1	24505
Ins2	24506
Irf1	24508
Itgb1	24511
Ivd	24513
Jak2	24514
Jun	24516
Junb	24517
Jund	24518
MGC72300	24518
Kcna1	24520
Kcna	24520
Kcpvd	24520
Kv1.1	24520
Kcnj1	24521
Kcnj	24521
ROMK1	24521
Zfp354a	24522
Kid1	24522
Tcf17	24522
Znf354a	24522
Klk1l	24523
KALA	24523
Kal	24523
