9080	Transmembrane
12520	Transmembrane
19214	Transmembrane
364137	Transmembrane
67809	Transmembrane
57150	Transmembrane
855928	Transmembrane
85267	Transmembrane
57781	Transmembrane
219952	Transmembrane
26496	Transmembrane
241263	Transmembrane
100045780	Transmembrane
13837	Transmembrane
355	Transmembrane
386724	Transmembrane
17178	Transmembrane
16539	Transmembrane
64176	Transmembrane
390162	Transmembrane
1630	Transmembrane
850970	Transmembrane
856477	Transmembrane
114571	Transmembrane
25471	Transmembrane
57222	Transmembrane
56753	Transmembrane
84012	Transmembrane
11936	Transmembrane
641384	Transmembrane
171069	Transmembrane
14012	Transmembrane
131909	Transmembrane
214531	Transmembrane
23516	Transmembrane
HA21_HUMAN	Transmembrane
108071	Transmembrane
94217	Transmembrane
84102	Transmembrane
50636	Transmembrane
855380	Transmembrane
16177	Transmembrane
3177	Transmembrane
ENK5_HUMAN	Transmembrane
137835	Transmembrane
29485	Transmembrane
286922	Transmembrane
18633	Transmembrane
66169	Transmembrane
4544	Transmembrane
79603	Transmembrane
554	Transmembrane
163702	Transmembrane
66694	Transmembrane
13386	Transmembrane
7444	Transmembrane
130507	Transmembrane
67582	Transmembrane
855608	Transmembrane
851644	Transmembrane
855441	Transmembrane
728215	Transmembrane
150	Transmembrane
3115	Transmembrane
233649	Transmembrane
316249	Transmembrane
16431	Transmembrane
192258	Transmembrane
851328	Transmembrane
10858	Transmembrane
852289	Transmembrane
117029	Transmembrane
117592	Transmembrane
148641	Transmembrane
76498	Transmembrane
68481	Transmembrane
214968	Transmembrane
654462	Transmembrane
66340	Transmembrane
12057	Transmembrane
316008	Transmembrane
79214	Transmembrane
102	Transmembrane
25559	Transmembrane
300678	Transmembrane
127845	Transmembrane
855751	Transmembrane
125170	Transmembrane
9466	Transmembrane
303744	Transmembrane
76408	Transmembrane
29585	Transmembrane
854783	Transmembrane
390197	Transmembrane
1A30_HUMAN	Transmembrane
226499	Transmembrane
81642	Transmembrane
11448	Transmembrane
92014	Transmembrane
9413	Transmembrane
68964	Transmembrane
9911	Transmembrane
25084	Transmembrane
1350	Transmembrane
302562	Transmembrane
6185	Transmembrane
29653	Transmembrane
362835	Transmembrane
64008	Transmembrane
727830	Transmembrane
310526	Transmembrane
255725	Transmembrane
3363	Transmembrane
100130733	Transmembrane
60326	Transmembrane
79054	Transmembrane
229782	Transmembrane
255324	Transmembrane
100287934	Transmembrane
851309	Transmembrane
284274	Transmembrane
7365	Transmembrane
67067	Transmembrane
16199	Transmembrane
13370	Transmembrane
850602	Transmembrane
79770	Transmembrane
362608	Transmembrane
237847	Transmembrane
296758	Transmembrane
353514	Transmembrane
71707	Transmembrane
853707	Transmembrane
51286	Transmembrane
5066	Transmembrane
238	Transmembrane
293665	Transmembrane
100132025	Transmembrane
337920	Transmembrane
53945	Transmembrane
27112	Transmembrane
2049	Transmembrane
10675	Transmembrane
55386	Transmembrane
98365	Transmembrane
162387	Transmembrane
50801	Transmembrane
19274	Transmembrane
64018	Transmembrane
3756	Transmembrane
359	Transmembrane
56861	Transmembrane
850645	Transmembrane
65024	Transmembrane
853232	Transmembrane
441933	Transmembrane
853279	Transmembrane
851006	Transmembrane
100047810	Transmembrane
2210	Transmembrane
284114	Transmembrane
56101	Transmembrane
192986	Transmembrane
16409	Transmembrane
9761	Transmembrane
6400	Transmembrane
854252	Transmembrane
391190	Transmembrane
89787	Transmembrane
25103	Transmembrane
65217	Transmembrane
3354	Transmembrane
853082	Transmembrane
72310	Transmembrane
58998	Transmembrane
390167	Transmembrane
1500486	Transmembrane
10991	Transmembrane
11318	Transmembrane
433638	Transmembrane
853111	Transmembrane
856934	Transmembrane
57453	Transmembrane
21947	Transmembrane
852019	Transmembrane
25505	Transmembrane
155184	Transmembrane
57493	Transmembrane
55508	Transmembrane
OPI9_YEAST	Transmembrane
307403	Transmembrane
406176	Transmembrane
21926	Transmembrane
9227	Transmembrane
22987	Transmembrane
83943	Transmembrane
12982	Transmembrane
5175	Transmembrane
50624	Transmembrane
57085	Transmembrane
121129	Transmembrane
54900	Transmembrane
9993	Transmembrane
358	Transmembrane
852079	Transmembrane
5194	Transmembrane
107769	Transmembrane
58970	Transmembrane
627626	Transmembrane
856523	Transmembrane
20520	Transmembrane
54490	Transmembrane
215856	Transmembrane
60492	Transmembrane
219469	Transmembrane
15559	Transmembrane
81491	Transmembrane
54309	Transmembrane
15976	Transmembrane
852240	Transmembrane
66268	Transmembrane
64574	Transmembrane
YL302_YEAST	Transmembrane
653308	Transmembrane
856322	Transmembrane
29597	Transmembrane
852598	Transmembrane
83718	Transmembrane
8402	Transmembrane
15117	Transmembrane
YQ028_HUMAN	Transmembrane
2740	Transmembrane
80342	Transmembrane
219981	Transmembrane
74253	Transmembrane
8612	Transmembrane
855864	Transmembrane
4986	Transmembrane
239393	Transmembrane
83733	Transmembrane
92126	Transmembrane
9075	Transmembrane
12550	Transmembrane
375612	Transmembrane
58868	Transmembrane
3577	Transmembrane
21766	Transmembrane
387353	Transmembrane
8515	Transmembrane
854781	Transmembrane
109672	Transmembrane
116228	Transmembrane
74048	Transmembrane
YO134_YEAST	Transmembrane
100131509	Transmembrane
69922	Transmembrane
216739	Transmembrane
55014	Transmembrane
20972	Transmembrane
56773	Transmembrane
25945	Transmembrane
211147	Transmembrane
4855	Transmembrane
297846	Transmembrane
114104	Transmembrane
11499	Transmembrane
12049	Transmembrane
76415	Transmembrane
YBK0_YEAST	Transmembrane
239739	Transmembrane
3681	Transmembrane
16515	Transmembrane
299738	Transmembrane
20897	Transmembrane
856049	Transmembrane
170698	Transmembrane
5956	Transmembrane
23925	Transmembrane
300075	Transmembrane
303439	Transmembrane
72049	Transmembrane
850662	Transmembrane
266733	Transmembrane
302395	Transmembrane
374819	Transmembrane
653567	Transmembrane
55423	Transmembrane
81448	Transmembrane
20493	Transmembrane
8913	Transmembrane
79993	Transmembrane
67216	Transmembrane
22018	Transmembrane
23531	Transmembrane
66052	Transmembrane
28959	Transmembrane
67590	Transmembrane
243616	Transmembrane
10099	Transmembrane
73836	Transmembrane
74096	Transmembrane
2555	Transmembrane
79317	Transmembrane
8834	Transmembrane
293098	Transmembrane
270152	Transmembrane
YBJ4_YEAST	Transmembrane
850821	Transmembrane
84094	Transmembrane
24590	Transmembrane
645426	Transmembrane
3770	Transmembrane
1735	Transmembrane
56173	Transmembrane
74087	Transmembrane
65106	Transmembrane
79107	Transmembrane
362732	Transmembrane
10050	Transmembrane
2587	Transmembrane
1136	Transmembrane
853269	Transmembrane
55240	Transmembrane
854925	Transmembrane
68066	Transmembrane
297801	Transmembrane
852647	Transmembrane
NU5M_MOUSE	Transmembrane
9340	Transmembrane
93675	Transmembrane
54842	Transmembrane
286893	Transmembrane
500449	Transmembrane
56777	Transmembrane
12902	Transmembrane
254887	Transmembrane
227632	Transmembrane
302668	Transmembrane
80228	Transmembrane
853151	Transmembrane
853639	Transmembrane
68212	Transmembrane
854659	Transmembrane
79871	Transmembrane
54741	Transmembrane
253982	Transmembrane
854149	Transmembrane
16504	Transmembrane
54898	Transmembrane
30952	Transmembrane
301563	Transmembrane
100294114	Transmembrane
6272	Transmembrane
100132916	Transmembrane
856517	Transmembrane
83259	Transmembrane
131540	Transmembrane
1466491	Transmembrane
387340	Transmembrane
24684	Transmembrane
15478	Transmembrane
851469	Transmembrane
84065	Transmembrane
245983	Transmembrane
496	Transmembrane
9486	Transmembrane
2914	Transmembrane
210027	Transmembrane
64559	Transmembrane
51206	Transmembrane
286994	Transmembrane
254531	Transmembrane
256471	Transmembrane
382551	Transmembrane
243328	Transmembrane
851423	Transmembrane
1188	Transmembrane
5825	Transmembrane
66286	Transmembrane
162540	Transmembrane
285761	Transmembrane
258492	Transmembrane
21463	Transmembrane
29412	Transmembrane
4512	Transmembrane
308134	Transmembrane
278097	Transmembrane
109168	Transmembrane
5028	Transmembrane
283297	Transmembrane
246074	Transmembrane
727832	Transmembrane
330485	Transmembrane
11989	Transmembrane
57439	Transmembrane
6785	Transmembrane
10351	Transmembrane
11148	Transmembrane
224	Transmembrane
3595	Transmembrane
12478	Transmembrane
68366	Transmembrane
856279	Transmembrane
79581	Transmembrane
923	Transmembrane
219873	Transmembrane
60423	Transmembrane
94030	Transmembrane
5794	Transmembrane
YBT9_YEAST	Transmembrane
232664	Transmembrane
389084	Transmembrane
117278	Transmembrane
66179	Transmembrane
353169	Transmembrane
84570	Transmembrane
218518	Transmembrane
14290	Transmembrane
233230	Transmembrane
853104	Transmembrane
362890	Transmembrane
272538	Transmembrane
25342	Transmembrane
56900	Transmembrane
27094	Transmembrane
64598	Transmembrane
171064	Transmembrane
853739	Transmembrane
171463	Transmembrane
91147	Transmembrane
850766	Transmembrane
59074	Transmembrane
294394	Transmembrane
127623	Transmembrane
852738	Transmembrane
79339	Transmembrane
9312	Transmembrane
64167	Transmembrane
58235	Transmembrane
233670	Transmembrane
253558	Transmembrane
381924	Transmembrane
20497	Transmembrane
495	Transmembrane
YIR1_YEAST	Transmembrane
64221	Transmembrane
850637	Transmembrane
14429	Transmembrane
69698	Transmembrane
67893	Transmembrane
11283	Transmembrane
20391	Transmembrane
346689	Transmembrane
200959	Transmembrane
10154	Transmembrane
681315	Transmembrane
224454	Transmembrane
80739	Transmembrane
961	Transmembrane
856042	Transmembrane
79558	Transmembrane
79594	Transmembrane
298675	Transmembrane
57007	Transmembrane
98741	Transmembrane
29440	Transmembrane
147991	Transmembrane
9381	Transmembrane
361315	Transmembrane
9245	Transmembrane
69035	Transmembrane
113992	Transmembrane
231014	Transmembrane
117022	Transmembrane
643	Transmembrane
66427	Transmembrane
57340	Transmembrane
16412	Transmembrane
246773	Transmembrane
56262	Transmembrane
70310	Transmembrane
74241	Transmembrane
63917	Transmembrane
690448	Transmembrane
114506	Transmembrane
148229	Transmembrane
366205	Transmembrane
171558	Transmembrane
29528	Transmembrane
YD250_YEAST	Transmembrane
852774	Transmembrane
170952	Transmembrane
303211	Transmembrane
127391	Transmembrane
404236	Transmembrane
255022	Transmembrane
296279	Transmembrane
10175	Transmembrane
943	Transmembrane
852845	Transmembrane
341116	Transmembrane
25083	Transmembrane
394263	Transmembrane
362434	Transmembrane
11305	Transmembrane
100045035	Transmembrane
26364	Transmembrane
55591	Transmembrane
146429	Transmembrane
123041	Transmembrane
480	Transmembrane
21637	Transmembrane
7379	Transmembrane
66212	Transmembrane
207182	Transmembrane
305120	Transmembrane
71116	Transmembrane
114101	Transmembrane
29928	Transmembrane
116721	Transmembrane
12289	Transmembrane
1798	Transmembrane
ENK1_HUMAN	Transmembrane
11495	Transmembrane
19261	Transmembrane
83588	Transmembrane
25798	Transmembrane
138802	Transmembrane
347088	Transmembrane
389816	Transmembrane
856644	Transmembrane
57121	Transmembrane
216856	Transmembrane
375056	Transmembrane
100127206	Transmembrane
54953	Transmembrane
114903	Transmembrane
2847	Transmembrane
1005	Transmembrane
71037	Transmembrane
68777	Transmembrane
254228	Transmembrane
106068	Transmembrane
63843	Transmembrane
300186	Transmembrane
81779	Transmembrane
391109	Transmembrane
114598	Transmembrane
5172	Transmembrane
1804	Transmembrane
57589	Transmembrane
851506	Transmembrane
20450	Transmembrane
118424	Transmembrane
V1A11_MOUSE	Transmembrane
57628	Transmembrane
23786	Transmembrane
853925	Transmembrane
57142	Transmembrane
149465	Transmembrane
11974	Transmembrane
116701	Transmembrane
140494	Transmembrane
29392	Transmembrane
1955	Transmembrane
10610	Transmembrane
295934	Transmembrane
442184	Transmembrane
304971	Transmembrane
3581	Transmembrane
25229	Transmembrane
1201	Transmembrane
853679	Transmembrane
258923	Transmembrane
300438	Transmembrane
14408	Transmembrane
57515	Transmembrane
850319	Transmembrane
12480	Transmembrane
68498	Transmembrane
83982	Transmembrane
1636	Transmembrane
252837	Transmembrane
24887	Transmembrane
55711	Transmembrane
6857	Transmembrane
26367	Transmembrane
856803	Transmembrane
8549	Transmembrane
84636	Transmembrane
94025	Transmembrane
57255	Transmembrane
140741	Transmembrane
2562	Transmembrane
29415	Transmembrane
2563	Transmembrane
11739	Transmembrane
66815	Transmembrane
117606	Transmembrane
54210	Transmembrane
20977	Transmembrane
112616	Transmembrane
4995	Transmembrane
2993	Transmembrane
83837	Transmembrane
852708	Transmembrane
54958	Transmembrane
78958	Transmembrane
24771	Transmembrane
4916	Transmembrane
195977	Transmembrane
315461	Transmembrane
51311	Transmembrane
55359	Transmembrane
116718	Transmembrane
58827	Transmembrane
399684	Transmembrane
130827	Transmembrane
283232	Transmembrane
316137	Transmembrane
850425	Transmembrane
225845	Transmembrane
67420	Transmembrane
3579	Transmembrane
853267	Transmembrane
66269	Transmembrane
407243	Transmembrane
116967	Transmembrane
24804	Transmembrane
54432	Transmembrane
170739	Transmembrane
856313	Transmembrane
2322	Transmembrane
114124	Transmembrane
217734	Transmembrane
5734	Transmembrane
316136	Transmembrane
28253	Transmembrane
54262	Transmembrane
481	Transmembrane
8385	Transmembrane
57211	Transmembrane
3556	Transmembrane
9311	Transmembrane
127059	Transmembrane
170575	Transmembrane
221395	Transmembrane
3338	Transmembrane
6614	Transmembrane
171335	Transmembrane
152573	Transmembrane
30960	Transmembrane
854318	Transmembrane
728229	Transmembrane
401505	Transmembrane
YFL12_YEAST	Transmembrane
9293	Transmembrane
78981	Transmembrane
283238	Transmembrane
2012	Transmembrane
170926	Transmembrane
12780	Transmembrane
101502	Transmembrane
53419	Transmembrane
51801	Transmembrane
9752	Transmembrane
23017	Transmembrane
855798	Transmembrane
230145	Transmembrane
492	Transmembrane
56434	Transmembrane
65140	Transmembrane
361836	Transmembrane
852973	Transmembrane
219477	Transmembrane
390436	Transmembrane
196335	Transmembrane
19164	Transmembrane
25548	Transmembrane
286827	Transmembrane
64552	Transmembrane
289459	Transmembrane
VPS65_YEAST	Transmembrane
79222	Transmembrane
55652	Transmembrane
855315	Transmembrane
29750	Transmembrane
25550	Transmembrane
6582	Transmembrane
53320	Transmembrane
854255	Transmembrane
5354	Transmembrane
YFM6_YEAST	Transmembrane
YE158_YEAST	Transmembrane
68585	Transmembrane
29540	Transmembrane
12874	Transmembrane
3000	Transmembrane
YBU9_YEAST	Transmembrane
YOR76_YEAST	Transmembrane
216749	Transmembrane
23352	Transmembrane
71446	Transmembrane
20535	Transmembrane
115939	Transmembrane
1135	Transmembrane
1000	Transmembrane
212996	Transmembrane
390882	Transmembrane
29182	Transmembrane
209497	Transmembrane
25678	Transmembrane
224640	Transmembrane
17441	Transmembrane
81512	Transmembrane
854989	Transmembrane
76273	Transmembrane
22829	Transmembrane
216760	Transmembrane
316530	Transmembrane
2844	Transmembrane
242653	Transmembrane
856278	Transmembrane
853815	Transmembrane
166012	Transmembrane
143496	Transmembrane
83849	Transmembrane
24954	Transmembrane
220963	Transmembrane
191571	Transmembrane
16509	Transmembrane
9069	Transmembrane
1016	Transmembrane
81716	Transmembrane
228355	Transmembrane
360829	Transmembrane
57685	Transmembrane
4543	Transmembrane
28042	Transmembrane
18430	Transmembrane
11432	Transmembrane
3601	Transmembrane
YO199_YEAST	Transmembrane
24925	Transmembrane
79608	Transmembrane
854483	Transmembrane
116337	Transmembrane
853582	Transmembrane
67887	Transmembrane
65194	Transmembrane
2846	Transmembrane
853623	Transmembrane
80146	Transmembrane
66343	Transmembrane
363137	Transmembrane
10490	Transmembrane
51761	Transmembrane
169026	Transmembrane
914	Transmembrane
374882	Transmembrane
53841	Transmembrane
66270	Transmembrane
20512	Transmembrane
56325	Transmembrane
78923	Transmembrane
20352	Transmembrane
855502	Transmembrane
27235	Transmembrane
266977	Transmembrane
851207	Transmembrane
83604	Transmembrane
127074	Transmembrane
68616	Transmembrane
25749	Transmembrane
84396	Transmembrane
378937	Transmembrane
388633	Transmembrane
145407	Transmembrane
64119	Transmembrane
66864	Transmembrane
21813	Transmembrane
53418	Transmembrane
56873	Transmembrane
14538	Transmembrane
381886	Transmembrane
81535	Transmembrane
19301	Transmembrane
390191	Transmembrane
362220	Transmembrane
7399	Transmembrane
24051	Transmembrane
26570	Transmembrane
111174	Transmembrane
107221	Transmembrane
100047776	Transmembrane
254786	Transmembrane
353250	Transmembrane
YD545_YEAST	Transmembrane
21802	Transmembrane
12490	Transmembrane
68566	Transmembrane
69165	Transmembrane
24167	Transmembrane
20778	Transmembrane
7485	Transmembrane
850510	Transmembrane
9344	Transmembrane
853659	Transmembrane
216395	Transmembrane
9522	Transmembrane
1595	Transmembrane
14628	Transmembrane
66253	Transmembrane
17086	Transmembrane
295645	Transmembrane
COX3_MOUSE	Transmembrane
15496	Transmembrane
29744	Transmembrane
3788	Transmembrane
59095	Transmembrane
287003	Transmembrane
313089	Transmembrane
107375	Transmembrane
689817	Transmembrane
284161	Transmembrane
16542	Transmembrane
230157	Transmembrane
80045	Transmembrane
24448	Transmembrane
170441	Transmembrane
222545	Transmembrane
14618	Transmembrane
68839	Transmembrane
69550	Transmembrane
338398	Transmembrane
216225	Transmembrane
195814	Transmembrane
79853	Transmembrane
150084	Transmembrane
54608	Transmembrane
3808	Transmembrane
260327	Transmembrane
78754	Transmembrane
25907	Transmembrane
855629	Transmembrane
25321	Transmembrane
6545	Transmembrane
19204	Transmembrane
60417	Transmembrane
54947	Transmembrane
228812	Transmembrane
8387	Transmembrane
853608	Transmembrane
16531	Transmembrane
152404	Transmembrane
81672	Transmembrane
84978	Transmembrane
57394	Transmembrane
3133	Transmembrane
25288	Transmembrane
93757	Transmembrane
25430	Transmembrane
100046566	Transmembrane
361676	Transmembrane
390212	Transmembrane
56241	Transmembrane
728932	Transmembrane
1080	Transmembrane
16197	Transmembrane
5099	Transmembrane
10798	Transmembrane
320940	Transmembrane
54102	Transmembrane
27201	Transmembrane
854601	Transmembrane
77522	Transmembrane
22295	Transmembrane
25273	Transmembrane
271375	Transmembrane
11014	Transmembrane
319653	Transmembrane
2995	Transmembrane
52635	Transmembrane
853702	Transmembrane
4157	Transmembrane
147407	Transmembrane
25351	Transmembrane
54328	Transmembrane
54577	Transmembrane
57138	Transmembrane
13723	Transmembrane
13056	Transmembrane
151393	Transmembrane
575	Transmembrane
26355	Transmembrane
6534	Transmembrane
120586	Transmembrane
20516	Transmembrane
230678	Transmembrane
310808	Transmembrane
71740	Transmembrane
3361	Transmembrane
283092	Transmembrane
54485	Transmembrane
12504	Transmembrane
856441	Transmembrane
25167	Transmembrane
12328	Transmembrane
116498	Transmembrane
57274	Transmembrane
269060	Transmembrane
243653	Transmembrane
66028	Transmembrane
642629	Transmembrane
255101	Transmembrane
27020	Transmembrane
140765	Transmembrane
91689	Transmembrane
73822	Transmembrane
389722	Transmembrane
295365	Transmembrane
343173	Transmembrane
66445	Transmembrane
222643	Transmembrane
10384	Transmembrane
315509	Transmembrane
50719	Transmembrane
FYV5_YEAST	Transmembrane
2853	Transmembrane
56766	Transmembrane
170566	Transmembrane
81618	Transmembrane
913	Transmembrane
13866	Transmembrane
85014	Transmembrane
79762	Transmembrane
81696	Transmembrane
55089	Transmembrane
6810	Transmembrane
6532	Transmembrane
17294	Transmembrane
26888	Transmembrane
81341	Transmembrane
283820	Transmembrane
2994	Transmembrane
11435	Transmembrane
440138	Transmembrane
64017	Transmembrane
56064	Transmembrane
2559	Transmembrane
170906	Transmembrane
28983	Transmembrane
2635	Transmembrane
14919	Transmembrane
856229	Transmembrane
3694	Transmembrane
27239	Transmembrane
11245	Transmembrane
78937	Transmembrane
259172	Transmembrane
851034	Transmembrane
27404	Transmembrane
51151	Transmembrane
850721	Transmembrane
309133	Transmembrane
11489	Transmembrane
10859	Transmembrane
2204	Transmembrane
72661	Transmembrane
315311	Transmembrane
146861	Transmembrane
79799	Transmembrane
54977	Transmembrane
73068	Transmembrane
29628	Transmembrane
6569	Transmembrane
22234	Transmembrane
1234	Transmembrane
7809	Transmembrane
51754	Transmembrane
855947	Transmembrane
90956	Transmembrane
18197	Transmembrane
26564	Transmembrane
374977	Transmembrane
313770	Transmembrane
18372	Transmembrane
70604	Transmembrane
691976	Transmembrane
25439	Transmembrane
24175	Transmembrane
854566	Transmembrane
171411	Transmembrane
853457	Transmembrane
14969	Transmembrane
29598	Transmembrane
23505	Transmembrane
975	Transmembrane
21812	Transmembrane
55146	Transmembrane
856779	Transmembrane
56666	Transmembrane
MIRH1_HUMAN	Transmembrane
320844	Transmembrane
81544	Transmembrane
284359	Transmembrane
10488	Transmembrane
246747	Transmembrane
114786	Transmembrane
217430	Transmembrane
403244	Transmembrane
54311	Transmembrane
319480	Transmembrane
319504	Transmembrane
64369	Transmembrane
123096	Transmembrane
66451	Transmembrane
81392	Transmembrane
64339	Transmembrane
545667	Transmembrane
66928	Transmembrane
68279	Transmembrane
13526	Transmembrane
163720	Transmembrane
284532	Transmembrane
226090	Transmembrane
223693	Transmembrane
2110	Transmembrane
4170	Transmembrane
1142	Transmembrane
108760	Transmembrane
12501	Transmembrane
64240	Transmembrane
13491	Transmembrane
735	Transmembrane
YPL14_YEAST	Transmembrane
21906	Transmembrane
124565	Transmembrane
123264	Transmembrane
66022	Transmembrane
66154	Transmembrane
51300	Transmembrane
851334	Transmembrane
67226	Transmembrane
19222	Transmembrane
340547	Transmembrane
319848	Transmembrane
57377	Transmembrane
850973	Transmembrane
258738	Transmembrane
15558	Transmembrane
852478	Transmembrane
79135	Transmembrane
22784	Transmembrane
2042	Transmembrane
26050	Transmembrane
85256	Transmembrane
VPS69_YEAST	Transmembrane
66048	Transmembrane
81533	Transmembrane
65277	Transmembrane
72002	Transmembrane
851088	Transmembrane
856335	Transmembrane
2263	Transmembrane
1047	Transmembrane
229227	Transmembrane
9517	Transmembrane
4041	Transmembrane
54860	Transmembrane
5506	Transmembrane
215854	Transmembrane
362165	Transmembrane
94332	Transmembrane
8698	Transmembrane
361705	Transmembrane
310091	Transmembrane
4709	Transmembrane
846	Transmembrane
17775	Transmembrane
6713	Transmembrane
155	Transmembrane
106529	Transmembrane
192683	Transmembrane
23836	Transmembrane
25111	Transmembrane
72393	Transmembrane
266771	Transmembrane
231871	Transmembrane
127579	Transmembrane
50831	Transmembrane
390067	Transmembrane
115352	Transmembrane
1B48_HUMAN	Transmembrane
246272	Transmembrane
27390	Transmembrane
98711	Transmembrane
19743	Transmembrane
299593	Transmembrane
113853	Transmembrane
201243	Transmembrane
360348	Transmembrane
442213	Transmembrane
51495	Transmembrane
234463	Transmembrane
79714	Transmembrane
76137	Transmembrane
8879	Transmembrane
387285	Transmembrane
22067	Transmembrane
151306	Transmembrane
64478	Transmembrane
856233	Transmembrane
226922	Transmembrane
100045217	Transmembrane
52123	Transmembrane
353229	Transmembrane
228139	Transmembrane
93898	Transmembrane
YO225_YEAST	Transmembrane
18196	Transmembrane
154790	Transmembrane
291388	Transmembrane
217615	Transmembrane
855729	Transmembrane
80777	Transmembrane
80878	Transmembrane
100287932	Transmembrane
79235	Transmembrane
852924	Transmembrane
127068	Transmembrane
499516	Transmembrane
389000	Transmembrane
10402	Transmembrane
81050	Transmembrane
29731	Transmembrane
66811	Transmembrane
170634	Transmembrane
4920	Transmembrane
60322	Transmembrane
102193	Transmembrane
54378	Transmembrane
27973	Transmembrane
14362	Transmembrane
140	Transmembrane
29307	Transmembrane
856338	Transmembrane
297795	Transmembrane
116509	Transmembrane
311328	Transmembrane
84513	Transmembrane
778	Transmembrane
342615	Transmembrane
81472	Transmembrane
77034	Transmembrane
71706	Transmembrane
853139	Transmembrane
22229	Transmembrane
64430	Transmembrane
375035	Transmembrane
244238	Transmembrane
84975	Transmembrane
856280	Transmembrane
129303	Transmembrane
150763	Transmembrane
24596	Transmembrane
71367	Transmembrane
286365	Transmembrane
16019	Transmembrane
57171	Transmembrane
55576	Transmembrane
399512	Transmembrane
227298	Transmembrane
1536	Transmembrane
18566	Transmembrane
100128315	Transmembrane
192356	Transmembrane
5787	Transmembrane
84992	Transmembrane
23964	Transmembrane
381038	Transmembrane
121227	Transmembrane
854027	Transmembrane
239096	Transmembrane
78052	Transmembrane
74775	Transmembrane
227612	Transmembrane
10630	Transmembrane
65044	Transmembrane
YGY9_YEAST	Transmembrane
100133021	Transmembrane
319415	Transmembrane
225742	Transmembrane
24923	Transmembrane
855895	Transmembrane
213696	Transmembrane
145957	Transmembrane
9452	Transmembrane
258869	Transmembrane
24088	Transmembrane
487	Transmembrane
225030	Transmembrane
850769	Transmembrane
853710	Transmembrane
221035	Transmembrane
73095	Transmembrane
853396	Transmembrane
3638	Transmembrane
113444	Transmembrane
201164	Transmembrane
4994	Transmembrane
69605	Transmembrane
56147	Transmembrane
474170	Transmembrane
233549	Transmembrane
11831	Transmembrane
12299	Transmembrane
69894	Transmembrane
106861	Transmembrane
50934	Transmembrane
66234	Transmembrane
YD83A_YEAST	Transmembrane
29733	Transmembrane
94273	Transmembrane
YNK9_YEAST	Transmembrane
YPR38_YEAST	Transmembrane
657	Transmembrane
66818	Transmembrane
57776	Transmembrane
20514	Transmembrane
79258	Transmembrane
29126	Transmembrane
18670	Transmembrane
233280	Transmembrane
16403	Transmembrane
100042150	Transmembrane
100046567	Transmembrane
433256	Transmembrane
286976	Transmembrane
330406	Transmembrane
132014	Transmembrane
7784	Transmembrane
76252	Transmembrane
8740	Transmembrane
YD172_YEAST	Transmembrane
217593	Transmembrane
12922	Transmembrane
11496	Transmembrane
100043057	Transmembrane
401494	Transmembrane
850736	Transmembrane
855612	Transmembrane
21942	Transmembrane
20277	Transmembrane
81790	Transmembrane
21356	Transmembrane
244698	Transmembrane
850755	Transmembrane
53829	Transmembrane
